"Step","wc_bug5_seq_di64_t24_dm192_nh12_nl10_dr0.2_optMuon_eiZ_bs100_wd0.0_lr0.0015_lrm0.0015_r1 - train_loss","wc_bug5_seq_di64_t24_dm192_nh12_nl10_dr0.2_optMuon_eiZ_bs100_wd0.0_lr0.0015_lrm0.0015_r1 - train_loss__MIN","wc_bug5_seq_di64_t24_dm192_nh12_nl10_dr0.2_optMuon_eiZ_bs100_wd0.0_lr0.0015_lrm0.0015_r1 - train_loss__MAX"
"28630","0.19927804129464285","0.19927804129464285","0.19927804129464285"
"28700","0.203131103515625","0.203131103515625","0.203131103515625"
"28770","0.20095302036830356","0.20095302036830356","0.20095302036830356"
"28840","0.19230608258928572","0.19230608258928572","0.19230608258928572"
"28910","0.16474958147321428","0.16474958147321428","0.16474958147321428"
"28980","0.20775320870535716","0.20775320870535716","0.20775320870535716"
"29050","0.17923583984375","0.17923583984375","0.17923583984375"
"29120","0.19077584402901784","0.19077584402901784","0.19077584402901784"
"29190","0.17382986886160715","0.17382986886160715","0.17382986886160715"
"29260","0.2023951939174107","0.2023951939174107","0.2023951939174107"
"29330","0.18725062779017856","0.18725062779017856","0.18725062779017856"
"29400","0.19848109654017856","0.19848109654017856","0.19848109654017856"
"29470","0.24568830217633927","0.24568830217633927","0.24568830217633927"
"29540","0.17195870535714286","0.17195870535714286","0.17195870535714286"
"29610","0.16013445172991073","0.16013445172991073","0.16013445172991073"
"29680","0.21011178152901785","0.21011178152901785","0.21011178152901785"
"29750","0.17621023995535715","0.17621023995535715","0.17621023995535715"
"29820","0.17546037946428572","0.17546037946428572","0.17546037946428572"
"29890","0.19802682059151785","0.19802682059151785","0.19802682059151785"
"29960","0.16829310825892857","0.16829310825892857","0.16829310825892857"
"30030","0.20635027204241072","0.20635027204241072","0.20635027204241072"
"30100","0.19354335239955356","0.19354335239955356","0.19354335239955356"
"30170","0.17854265485491072","0.17854265485491072","0.17854265485491072"
"30240","0.20419224330357144","0.20419224330357144","0.20419224330357144"
"30310","0.18133719308035715","0.18133719308035715","0.18133719308035715"
"30380","0.19308384486607144","0.19308384486607144","0.19308384486607144"
"30450","0.17365548270089284","0.17365548270089284","0.17365548270089284"
"30520","0.20073590959821427","0.20073590959821427","0.20073590959821427"
"30590","0.19598911830357144","0.19598911830357144","0.19598911830357144"
"30660","0.2006504603794643","0.2006504603794643","0.2006504603794643"
"30730","0.20215890066964284","0.20215890066964284","0.20215890066964284"
"30800","0.1824070521763393","0.1824070521763393","0.1824070521763393"
"30870","0.1815822056361607","0.1815822056361607","0.1815822056361607"
"30940","0.18250558035714284","0.18250558035714284","0.18250558035714284"
"31010","0.1661655970982143","0.1661655970982143","0.1661655970982143"
"31080","0.19728916713169642","0.19728916713169642","0.19728916713169642"
"31150","0.18465750558035715","0.18465750558035715","0.18465750558035715"
"31220","0.17134312220982142","0.17134312220982142","0.17134312220982142"
"31290","0.19063807896205356","0.19063807896205356","0.19063807896205356"
"31360","0.18610578264508928","0.18610578264508928","0.18610578264508928"
"31430","0.16843348911830358","0.16843348911830358","0.16843348911830358"
"31500","0.19266531808035714","0.19266531808035714","0.19266531808035714"
"31570","0.18888985770089287","0.18888985770089287","0.18888985770089287"
"31640","0.16120169503348214","0.16120169503348214","0.16120169503348214"
"31710","0.18006940569196428","0.18006940569196428","0.18006940569196428"
"31780","0.1632080078125","0.1632080078125","0.1632080078125"
"31850","0.194378662109375","0.194378662109375","0.194378662109375"
"31920","0.18248116629464287","0.18248116629464287","0.18248116629464287"
"31990","0.18735787527901784","0.18735787527901784","0.18735787527901784"
"32060","0.1766357421875","0.1766357421875","0.1766357421875"
"32130","0.1921630859375","0.1921630859375","0.1921630859375"
"32200","0.18800746372767857","0.18800746372767857","0.18800746372767857"
"32270","0.17264317103794644","0.17264317103794644","0.17264317103794644"
"32340","0.15484706333705356","0.15484706333705356","0.15484706333705356"
"32410","0.20694405691964285","0.20694405691964285","0.20694405691964285"
"32480","0.1622044154575893","0.1622044154575893","0.1622044154575893"
"32550","0.21222011021205356","0.21222011021205356","0.21222011021205356"
"32620","0.14260428292410715","0.14260428292410715","0.14260428292410715"
"32690","0.16685267857142858","0.16685267857142858","0.16685267857142858"
"32760","0.19199044363839285","0.19199044363839285","0.19199044363839285"
"32830","0.15716639927455356","0.15716639927455356","0.15716639927455356"
"32900","0.13678763253348214","0.13678763253348214","0.13678763253348214"
"32970","0.20298723493303572","0.20298723493303572","0.20298723493303572"
"33040","0.17703857421875","0.17703857421875","0.17703857421875"
"33110","0.1581298828125","0.1581298828125","0.1581298828125"
"33180","0.183819580078125","0.183819580078125","0.183819580078125"
"33250","0.15597621372767856","0.15597621372767856","0.15597621372767856"
"33320","0.1423679896763393","0.1423679896763393","0.1423679896763393"
"33390","0.17521536690848213","0.17521536690848213","0.17521536690848213"
"33460","0.16321323939732144","0.16321323939732144","0.16321323939732144"
"33530","0.16392124720982143","0.16392124720982143","0.16392124720982143"
"33600","0.18545968191964285","0.18545968191964285","0.18545968191964285"
"33670","0.16362653459821427","0.16362653459821427","0.16362653459821427"
"33740","0.18727329799107142","0.18727329799107142","0.18727329799107142"
"33810","0.186627197265625","0.186627197265625","0.186627197265625"
"33880","0.17858712332589285","0.17858712332589285","0.17858712332589285"
"33950","0.18800571986607142","0.18800571986607142","0.18800571986607142"
"34020","0.18257620675223216","0.18257620675223216","0.18257620675223216"
"34090","0.16404593331473213","0.16404593331473213","0.16404593331473213"
"34160","0.17997523716517858","0.17997523716517858","0.17997523716517858"
"34230","0.18393641880580358","0.18393641880580358","0.18393641880580358"
"34300","0.20327845982142856","0.20327845982142856","0.20327845982142856"
"34370","0.17481166294642858","0.17481166294642858","0.17481166294642858"
"34440","0.18996669224330356","0.18996669224330356","0.18996669224330356"
"34510","0.1790283203125","0.1790283203125","0.1790283203125"
"34580","0.17932303292410715","0.17932303292410715","0.17932303292410715"
"34650","0.16407383510044643","0.16407383510044643","0.16407383510044643"
"34720","0.16977364676339285","0.16977364676339285","0.16977364676339285"
"34790","0.15740792410714285","0.15740792410714285","0.15740792410714285"
"34860","0.19068690708705358","0.19068690708705358","0.19068690708705358"
"34930","0.18366960797991072","0.18366960797991072","0.18366960797991072"
"35000","0.1565211704799107","0.1565211704799107","0.1565211704799107"
"35070","0.148516845703125","0.148516845703125","0.148516845703125"
"35140","0.18918021065848215","0.18918021065848215","0.18918021065848215"
"35210","0.20375017438616072","0.20375017438616072","0.20375017438616072"
"35280","0.17853655133928573","0.17853655133928573","0.17853655133928573"
"35350","0.16541399274553573","0.16541399274553573","0.16541399274553573"
"35420","0.17538539341517856","0.17538539341517856","0.17538539341517856"
"35490","0.14081508091517858","0.14081508091517858","0.14081508091517858"
"35560","0.17126988002232144","0.17126988002232144","0.17126988002232144"
"35630","0.15897652762276784","0.15897652762276784","0.15897652762276784"
"35700","0.18671787806919643","0.18671787806919643","0.18671787806919643"
"35770","0.18195975167410713","0.18195975167410713","0.18195975167410713"
"35840","0.18411167689732144","0.18411167689732144","0.18411167689732144"
"35910","0.18514578683035715","0.18514578683035715","0.18514578683035715"
"35980","0.16009434291294644","0.16009434291294644","0.16009434291294644"
"36050","0.1630214146205357","0.1630214146205357","0.1630214146205357"
"36120","0.15881783621651785","0.15881783621651785","0.15881783621651785"
"36190","0.17694004603794644","0.17694004603794644","0.17694004603794644"
"36260","0.18832484654017856","0.18832484654017856","0.18832484654017856"
"36330","0.15492640904017857","0.15492640904017857","0.15492640904017857"
"36400","0.18313685825892856","0.18313685825892856","0.18313685825892856"
"36470","0.18355451311383927","0.18355451311383927","0.18355451311383927"
"36540","0.15197666713169644","0.15197666713169644","0.15197666713169644"
"36610","0.1807285853794643","0.1807285853794643","0.1807285853794643"
"36680","0.188323974609375","0.188323974609375","0.188323974609375"
"36750","0.16883021763392858","0.16883021763392858","0.16883021763392858"
"36820","0.15482264927455358","0.15482264927455358","0.15482264927455358"
"36890","0.1640598842075893","0.1640598842075893","0.1640598842075893"
"36960","0.17066563197544643","0.17066563197544643","0.17066563197544643"
"37030","0.15537283761160714","0.15537283761160714","0.15537283761160714"
"37100","0.1290257045200893","0.1290257045200893","0.1290257045200893"
"37170","0.16707414899553572","0.16707414899553572","0.16707414899553572"
"37240","0.18235822405133928","0.18235822405133928","0.18235822405133928"
"37310","0.147381591796875","0.147381591796875","0.147381591796875"
"37380","0.15718035016741072","0.15718035016741072","0.15718035016741072"
"37450","0.15998709542410713","0.15998709542410713","0.15998709542410713"
"37520","0.15598580496651784","0.15598580496651784","0.15598580496651784"
"37590","0.1470302036830357","0.1470302036830357","0.1470302036830357"
"37660","0.13571951729910714","0.13571951729910714","0.13571951729910714"
"37730","0.15162266322544643","0.15162266322544643","0.15162266322544643"
"37800","0.18457467215401785","0.18457467215401785","0.18457467215401785"
"37870","0.17833426339285716","0.17833426339285716","0.17833426339285716"
"37940","0.15557686941964285","0.15557686941964285","0.15557686941964285"
"38010","0.16112758091517856","0.16112758091517856","0.16112758091517856"
"38080","0.14144112723214286","0.14144112723214286","0.14144112723214286"
"38150","0.12655726841517856","0.12655726841517856","0.12655726841517856"
"38220","0.16675589425223214","0.16675589425223214","0.16675589425223214"
"38290","0.17356480189732143","0.17356480189732143","0.17356480189732143"
"38360","0.16106305803571427","0.16106305803571427","0.16106305803571427"
"38430","0.16337367466517858","0.16337367466517858","0.16337367466517858"
"38500","0.1572841099330357","0.1572841099330357","0.1572841099330357"
"38570","0.16782052176339285","0.16782052176339285","0.16782052176339285"
"38640","0.1606166294642857","0.1606166294642857","0.1606166294642857"
"38710","0.15533447265625","0.15533447265625","0.15533447265625"
"38780","0.16848667689732144","0.16848667689732144","0.16848667689732144"
"38850","0.14906964983258927","0.14906964983258927","0.14906964983258927"
"38920","0.16596592494419643","0.16596592494419643","0.16596592494419643"
"38990","0.15343540736607142","0.15343540736607142","0.15343540736607142"
"39060","0.17493373325892858","0.17493373325892858","0.17493373325892858"
"39130","0.15850394112723215","0.15850394112723215","0.15850394112723215"
"39200","0.16582728794642856","0.16582728794642856","0.16582728794642856"
"39270","0.16694423130580358","0.16694423130580358","0.16694423130580358"
"39340","0.18534720284598213","0.18534720284598213","0.18534720284598213"
"39410","0.1667454310825893","0.1667454310825893","0.1667454310825893"
"39480","0.16079537527901785","0.16079537527901785","0.16079537527901785"
"39550","0.16670096261160713","0.16670096261160713","0.16670096261160713"
"39620","0.18613630022321428","0.18613630022321428","0.18613630022321428"
"39690","0.17939889090401787","0.17939889090401787","0.17939889090401787"
"39760","0.18299386160714284","0.18299386160714284","0.18299386160714284"
"39830","0.1456028529575893","0.1456028529575893","0.1456028529575893"
"39900","0.1688572474888393","0.1688572474888393","0.1688572474888393"
"39970","0.16223318917410715","0.16223318917410715","0.16223318917410715"
"40040","0.15985892159598214","0.15985892159598214","0.15985892159598214"
"40110","0.17577165876116072","0.17577165876116072","0.17577165876116072"
"40180","0.15882393973214284","0.15882393973214284","0.15882393973214284"
"40250","0.17677525111607142","0.17677525111607142","0.17677525111607142"
"40320","0.190936279296875","0.190936279296875","0.190936279296875"
"40390","0.16602783203125","0.16602783203125","0.16602783203125"
"40460","0.18152727399553573","0.18152727399553573","0.18152727399553573"
"40530","0.17808489118303572","0.17808489118303572","0.17808489118303572"
"40600","0.16248256138392858","0.16248256138392858","0.16248256138392858"
"40670","0.14498465401785715","0.14498465401785715","0.14498465401785715"
"40740","0.15766514369419643","0.15766514369419643","0.15766514369419643"
"40810","0.154656982421875","0.154656982421875","0.154656982421875"
"40880","0.1567138671875","0.1567138671875","0.1567138671875"
"40950","0.14837123325892856","0.14837123325892856","0.14837123325892856"
"41020","0.16265956333705356","0.16265956333705356","0.16265956333705356"
"41090","0.1903416224888393","0.1903416224888393","0.1903416224888393"
"41160","0.16407034737723214","0.16407034737723214","0.16407034737723214"
"41230","0.16413922991071428","0.16413922991071428","0.16413922991071428"
"41300","0.14802987234933035","0.14802987234933035","0.14802987234933035"
"41370","0.15257568359375","0.15257568359375","0.15257568359375"
"41440","0.18260672433035716","0.18260672433035716","0.18260672433035716"
"41510","0.15808279854910715","0.15808279854910715","0.15808279854910715"
"41580","0.16784755161830356","0.16784755161830356","0.16784755161830356"
"41650","0.17216099330357143","0.17216099330357143","0.17216099330357143"
"41720","0.18745378766741072","0.18745378766741072","0.18745378766741072"
"41790","0.1540283203125","0.1540283203125","0.1540283203125"
"41860","0.13433837890625","0.13433837890625","0.13433837890625"
"41930","0.16252964564732142","0.16252964564732142","0.16252964564732142"
"42000","0.16251743861607143","0.16251743861607143","0.16251743861607143"
"42070","0.14778965541294642","0.14778965541294642","0.14778965541294642"
"42140","0.16016671316964284","0.16016671316964284","0.16016671316964284"
"42210","0.15599190848214287","0.15599190848214287","0.15599190848214287"
"42280","0.14576241629464284","0.14576241629464284","0.14576241629464284"
"42350","0.17737339564732144","0.17737339564732144","0.17737339564732144"
"42420","0.14401768275669644","0.14401768275669644","0.14401768275669644"
"42490","0.13745989118303573","0.13745989118303573","0.13745989118303573"
"42560","0.13661586216517857","0.13661586216517857","0.13661586216517857"
"42630","0.17799421037946428","0.17799421037946428","0.17799421037946428"
"42700","0.172833251953125","0.172833251953125","0.172833251953125"
"42770","0.1775146484375","0.1775146484375","0.1775146484375"
"42840","0.14358084542410715","0.14358084542410715","0.14358084542410715"
"42910","0.14237322126116073","0.14237322126116073","0.14237322126116073"
"42980","0.15947832380022323","0.15947832380022323","0.15947832380022323"
"43050","0.13603602818080357","0.13603602818080357","0.13603602818080357"
"43120","0.18208879743303572","0.18208879743303572","0.18208879743303572"
"43190","0.1387451171875","0.1387451171875","0.1387451171875"
"43260","0.1599609375","0.1599609375","0.1599609375"
"43330","0.14842790876116072","0.14842790876116072","0.14842790876116072"
"43400","0.14334716796875","0.14334716796875","0.14334716796875"
"43470","0.14263741629464285","0.14263741629464285","0.14263741629464285"
"43540","0.1657688685825893","0.1657688685825893","0.1657688685825893"
"43610","0.17219761439732142","0.17219761439732142","0.17219761439732142"
"43680","0.15458025251116073","0.15458025251116073","0.15458025251116073"
"43750","0.15198887416294643","0.15198887416294643","0.15198887416294643"
"43820","0.17802298409598213","0.17802298409598213","0.17802298409598213"
"43890","0.1307704380580357","0.1307704380580357","0.1307704380580357"
"43960","0.14465855189732144","0.14465855189732144","0.14465855189732144"
"44030","0.14028407505580356","0.14028407505580356","0.14028407505580356"
"44100","0.14790213448660713","0.14790213448660713","0.14790213448660713"
"44170","0.15547049386160713","0.15547049386160713","0.15547049386160713"
"44240","0.14191720145089284","0.14191720145089284","0.14191720145089284"
"44310","0.15429513113839285","0.15429513113839285","0.15429513113839285"
"44380","0.15470799037388394","0.15470799037388394","0.15470799037388394"
"44450","0.15506112234933037","0.15506112234933037","0.15506112234933037"
"44520","0.15596749441964286","0.15596749441964286","0.15596749441964286"
"44590","0.17691563197544644","0.17691563197544644","0.17691563197544644"
"44660","0.16065325055803573","0.16065325055803573","0.16065325055803573"
"44730","0.15090506417410715","0.15090506417410715","0.15090506417410715"
"44800","0.1376613071986607","0.1376613071986607","0.1376613071986607"
"44870","0.14912894112723216","0.14912894112723216","0.14912894112723216"
"44940","0.162921142578125","0.162921142578125","0.162921142578125"
"45010","0.14145856584821428","0.14145856584821428","0.14145856584821428"
"45080","0.13198765345982144","0.13198765345982144","0.13198765345982144"
"45150","0.15525076729910714","0.15525076729910714","0.15525076729910714"
"45220","0.14114990234375","0.14114990234375","0.14114990234375"
"45290","0.14376743861607144","0.14376743861607144","0.14376743861607144"
"45360","0.16377476283482142","0.16377476283482142","0.16377476283482142"
"45430","0.17179827008928572","0.17179827008928572","0.17179827008928572"
"45500","0.13597935267857142","0.13597935267857142","0.13597935267857142"
"45570","0.16611764090401784","0.16611764090401784","0.16611764090401784"
"45640","0.15107421875","0.15107421875","0.15107421875"
"45710","0.15379900251116072","0.15379900251116072","0.15379900251116072"
"45780","0.1859401157924107","0.1859401157924107","0.1859401157924107"
"45850","0.17623465401785715","0.17623465401785715","0.17623465401785715"
"45920","0.136016845703125","0.136016845703125","0.136016845703125"
"45990","0.16588657924107142","0.16588657924107142","0.16588657924107142"
"46060","0.1468235560825893","0.1468235560825893","0.1468235560825893"
"46130","0.16318882533482143","0.16318882533482143","0.16318882533482143"
"46200","0.14017682756696428","0.14017682756696428","0.14017682756696428"
"46270","0.13430088588169642","0.13430088588169642","0.13430088588169642"
"46340","0.1467071533203125","0.1467071533203125","0.1467071533203125"
"46410","0.13999808175223213","0.13999808175223213","0.13999808175223213"
"46480","0.16595633370535715","0.16595633370535715","0.16595633370535715"
"46550","0.15366036551339285","0.15366036551339285","0.15366036551339285"
"46620","0.17501918247767856","0.17501918247767856","0.17501918247767856"
"46690","0.15405970982142858","0.15405970982142858","0.15405970982142858"
"46760","0.15014561244419644","0.15014561244419644","0.15014561244419644"
"46830","0.1408233642578125","0.1408233642578125","0.1408233642578125"
"46900","0.1618408203125","0.1618408203125","0.1618408203125"
"46970","0.15738612583705358","0.15738612583705358","0.15738612583705358"
"47040","0.15451572963169644","0.15451572963169644","0.15451572963169644"
"47110","0.13325456891741072","0.13325456891741072","0.13325456891741072"
"47180","0.14293648856026786","0.14293648856026786","0.14293648856026786"
"47250","0.11403372628348214","0.11403372628348214","0.11403372628348214"
"47320","0.1719020298549107","0.1719020298549107","0.1719020298549107"
"47390","0.153863525390625","0.153863525390625","0.153863525390625"
"47460","0.13051670619419642","0.13051670619419642","0.13051670619419642"
"47530","0.133856201171875","0.133856201171875","0.133856201171875"
"47600","0.15345371791294643","0.15345371791294643","0.15345371791294643"
"47670","0.13766566685267856","0.13766566685267856","0.13766566685267856"
"47740","0.17146955217633927","0.17146955217633927","0.17146955217633927"
"47810","0.14835379464285714","0.14835379464285714","0.14835379464285714"
"47880","0.12994559151785715","0.12994559151785715","0.12994559151785715"
"47950","0.13255876813616072","0.13255876813616072","0.13255876813616072"
"48020","0.17200491768973214","0.17200491768973214","0.17200491768973214"
"48090","0.14736066545758927","0.14736066545758927","0.14736066545758927"
"48160","0.16176409040178572","0.16176409040178572","0.16176409040178572"
"48230","0.13759852818080356","0.13759852818080356","0.13759852818080356"
"48300","0.12094203404017857","0.12094203404017857","0.12094203404017857"
"48370","0.14986659458705356","0.14986659458705356","0.14986659458705356"
"48440","0.14551478794642858","0.14551478794642858","0.14551478794642858"
"48510","0.15760062081473214","0.15760062081473214","0.15760062081473214"
"48580","0.14281529017857142","0.14281529017857142","0.14281529017857142"
"48650","0.14415631975446427","0.14415631975446427","0.14415631975446427"
"48720","0.13617117745535715","0.13617117745535715","0.13617117745535715"
"48790","0.14989362444196427","0.14989362444196427","0.14989362444196427"
"48860","0.1414149693080357","0.1414149693080357","0.1414149693080357"
"48930","0.16524745396205356","0.16524745396205356","0.16524745396205356"
"49000","0.13008161272321428","0.13008161272321428","0.13008161272321428"
"49070","0.12263357979910715","0.12263357979910715","0.12263357979910715"
"49140","0.13485892159598215","0.13485892159598215","0.13485892159598215"
"49210","0.13864658900669644","0.13864658900669644","0.13864658900669644"
"49280","0.14598214285714287","0.14598214285714287","0.14598214285714287"
"49350","0.15181971958705356","0.15181971958705356","0.15181971958705356"
"49420","0.13057686941964286","0.13057686941964286","0.13057686941964286"
"49490","0.15311192103794644","0.15311192103794644","0.15311192103794644"
"49560","0.14415457589285716","0.14415457589285716","0.14415457589285716"
"49630","0.17516392299107142","0.17516392299107142","0.17516392299107142"
"49700","0.13309413364955358","0.13309413364955358","0.13309413364955358"
"49770","0.12349417550223214","0.12349417550223214","0.12349417550223214"
"49840","0.15403093610491073","0.15403093610491073","0.15403093610491073"
"49910","0.14998779296875","0.14998779296875","0.14998779296875"
"49980","0.12963344029017856","0.12963344029017856","0.12963344029017856"
"50050","0.1359832763671875","0.1359832763671875","0.1359832763671875"
"50120","0.12473318917410714","0.12473318917410714","0.12473318917410714"
"50190","0.11195155552455358","0.11195155552455358","0.11195155552455358"
"50260","0.145977783203125","0.145977783203125","0.145977783203125"
"50330","0.1308349609375","0.1308349609375","0.1308349609375"
"50400","0.13343505859375","0.13343505859375","0.13343505859375"
"50470","0.13806021554129463","0.13806021554129463","0.13806021554129463"
"50540","0.1523555210658482","0.1523555210658482","0.1523555210658482"
"50610","0.11734619140625","0.11734619140625","0.11734619140625"
"50680","0.176507568359375","0.176507568359375","0.176507568359375"
"50750","0.11224365234375","0.11224365234375","0.11224365234375"
"50820","0.14783499581473214","0.14783499581473214","0.14783499581473214"
"50890","0.15400826590401787","0.15400826590401787","0.15400826590401787"
"50960","0.14700273786272322","0.14700273786272322","0.14700273786272322"
"51030","0.14210641043526787","0.14210641043526787","0.14210641043526787"
"51100","0.14287022181919642","0.14287022181919642","0.14287022181919642"
"51170","0.13967197963169642","0.13967197963169642","0.13967197963169642"
"51240","0.119549560546875","0.119549560546875","0.119549560546875"
"51310","0.13603864397321427","0.13603864397321427","0.13603864397321427"
"51380","0.1322265625","0.1322265625","0.1322265625"
"51450","0.16471993582589287","0.16471993582589287","0.16471993582589287"
"51520","0.13528050013950893","0.13528050013950893","0.13528050013950893"
"51590","0.11752057756696428","0.11752057756696428","0.11752057756696428"
"51660","0.14311392647879465","0.14311392647879465","0.14311392647879465"
"51730","0.1624267578125","0.1624267578125","0.1624267578125"
"51800","0.15388357979910713","0.15388357979910713","0.15388357979910713"
"51870","0.13316650390625","0.13316650390625","0.13316650390625"
"51940","0.11272147042410714","0.11272147042410714","0.11272147042410714"
"52010","0.13027169363839286","0.13027169363839286","0.13027169363839286"
"52080","0.15424630301339284","0.15424630301339284","0.15424630301339284"
"52150","0.12830025809151785","0.12830025809151785","0.12830025809151785"
"52220","0.16681780133928573","0.16681780133928573","0.16681780133928573"
"52290","0.13294852120535713","0.13294852120535713","0.13294852120535713"
"52360","0.13476475306919644","0.13476475306919644","0.13476475306919644"
"52430","0.14372471400669642","0.14372471400669642","0.14372471400669642"
"52500","0.11096540178571429","0.11096540178571429","0.11096540178571429"
"52570","0.1269191196986607","0.1269191196986607","0.1269191196986607"
"52640","0.14566083635602678","0.14566083635602678","0.14566083635602678"
"52710","0.14585920061383928","0.14585920061383928","0.14585920061383928"
"52780","0.12627476283482142","0.12627476283482142","0.12627476283482142"
"52850","0.17113473074776786","0.17113473074776786","0.17113473074776786"
"52920","0.14404471261160715","0.14404471261160715","0.14404471261160715"
"52990","0.15559517996651787","0.15559517996651787","0.15559517996651787"
"53060","0.13482578822544644","0.13482578822544644","0.13482578822544644"
"53130","0.14610813685825894","0.14610813685825894","0.14610813685825894"
"53200","0.13135986328125","0.13135986328125","0.13135986328125"
"53270","0.13898141043526785","0.13898141043526785","0.13898141043526785"
"53340","0.1330143519810268","0.1330143519810268","0.1330143519810268"
"53410","0.13639264787946428","0.13639264787946428","0.13639264787946428"
"53480","0.11707850864955358","0.11707850864955358","0.11707850864955358"
"53550","0.15155203683035715","0.15155203683035715","0.15155203683035715"
"53620","0.12052786690848215","0.12052786690848215","0.12052786690848215"
"53690","0.1429164341517857","0.1429164341517857","0.1429164341517857"
"53760","0.13524605887276786","0.13524605887276786","0.13524605887276786"
"53830","0.12475934709821429","0.12475934709821429","0.12475934709821429"
"53900","0.15221601213727678","0.15221601213727678","0.15221601213727678"
"53970","0.14674246651785713","0.14674246651785713","0.14674246651785713"
"54040","0.130279541015625","0.130279541015625","0.130279541015625"
"54110","0.12002650669642857","0.12002650669642857","0.12002650669642857"
"54180","0.13166155133928573","0.13166155133928573","0.13166155133928573"
"54250","0.11832449776785714","0.11832449776785714","0.11832449776785714"
"54320","0.16713518415178572","0.16713518415178572","0.16713518415178572"
"54390","0.13579755510602678","0.13579755510602678","0.13579755510602678"
"54460","0.1558558872767857","0.1558558872767857","0.1558558872767857"
"54530","0.15656563895089284","0.15656563895089284","0.15656563895089284"
"54600","0.12741612025669644","0.12741612025669644","0.12741612025669644"
"54670","0.11151297433035715","0.11151297433035715","0.11151297433035715"
"54740","0.13523385184151784","0.13523385184151784","0.13523385184151784"
"54810","0.15816432407924108","0.15816432407924108","0.15816432407924108"
"54880","0.14260951450892856","0.14260951450892856","0.14260951450892856"
"54950","0.15572248186383927","0.15572248186383927","0.15572248186383927"
"55020","0.1385380336216518","0.1385380336216518","0.1385380336216518"
"55090","0.143182373046875","0.143182373046875","0.143182373046875"
"55160","0.14891706194196427","0.14891706194196427","0.14891706194196427"
"55230","0.14547555106026785","0.14547555106026785","0.14547555106026785"
"55300","0.12262137276785715","0.12262137276785715","0.12262137276785715"
"55370","0.1570831298828125","0.1570831298828125","0.1570831298828125"
"55440","0.15408935546875","0.15408935546875","0.15408935546875"
"55510","0.11813441685267857","0.11813441685267857","0.11813441685267857"
"55580","0.14427403041294642","0.14427403041294642","0.14427403041294642"
"55650","0.1546630859375","0.1546630859375","0.1546630859375"
"55720","0.15311366489955358","0.15311366489955358","0.15311366489955358"
"55790","0.12941196986607142","0.12941196986607142","0.12941196986607142"
"55860","0.12380545479910714","0.12380545479910714","0.12380545479910714"
"55930","0.15120064871651787","0.15120064871651787","0.15120064871651787"
"56000","0.1419560023716518","0.1419560023716518","0.1419560023716518"
"56070","0.1412109375","0.1412109375","0.1412109375"
"56140","0.17250802176339286","0.17250802176339286","0.17250802176339286"
"56210","0.14902125767299107","0.14902125767299107","0.14902125767299107"
"56280","0.11090959821428571","0.11090959821428571","0.11090959821428571"
"56350","0.141192626953125","0.141192626953125","0.141192626953125"
"56420","0.14329921177455357","0.14329921177455357","0.14329921177455357"
"56490","0.14684012276785716","0.14684012276785716","0.14684012276785716"
"56560","0.13295375279017857","0.13295375279017857","0.13295375279017857"
"56630","0.1269287109375","0.1269287109375","0.1269287109375"
"56700","0.14828316824776785","0.14828316824776785","0.14828316824776785"
"56770","0.12942461286272322","0.12942461286272322","0.12942461286272322"
"56840","0.12838352748325893","0.12838352748325893","0.12838352748325893"
"56910","0.14136962890625","0.14136962890625","0.14136962890625"
"56980","0.14894191196986606","0.14894191196986606","0.14894191196986606"
"57050","0.1336643763950893","0.1336643763950893","0.1336643763950893"
"57120","0.12268851143973214","0.12268851143973214","0.12268851143973214"
"57190","0.14645472935267856","0.14645472935267856","0.14645472935267856"
"57260","0.12209821428571428","0.12209821428571428","0.12209821428571428"
"57330","0.1364013671875","0.1364013671875","0.1364013671875"
"57400","0.1321132114955357","0.1321132114955357","0.1321132114955357"
"57470","0.13517804827008928","0.13517804827008928","0.13517804827008928"
"57540","0.1505467006138393","0.1505467006138393","0.1505467006138393"
"57610","0.1343409946986607","0.1343409946986607","0.1343409946986607"
"57680","0.13361467633928573","0.13361467633928573","0.13361467633928573"
"57750","0.13926740373883928","0.13926740373883928","0.13926740373883928"
"57820","0.12876325334821428","0.12876325334821428","0.12876325334821428"
"57890","0.1428553989955357","0.1428553989955357","0.1428553989955357"
"57960","0.13936985560825893","0.13936985560825893","0.13936985560825893"
"58030","0.16036900111607144","0.16036900111607144","0.16036900111607144"
"58100","0.12950265066964287","0.12950265066964287","0.12950265066964287"
"58170","0.145355224609375","0.145355224609375","0.145355224609375"
"58240","0.11847011021205357","0.11847011021205357","0.11847011021205357"
"58310","0.1261631556919643","0.1261631556919643","0.1261631556919643"
"58380","0.14927891322544642","0.14927891322544642","0.14927891322544642"
"58450","0.1391270228794643","0.1391270228794643","0.1391270228794643"
"58520","0.13265250069754464","0.13265250069754464","0.13265250069754464"
"58590","0.10549839564732143","0.10549839564732143","0.10549839564732143"
"58660","0.14467817034040178","0.14467817034040178","0.14467817034040178"
"58730","0.12488795689174108","0.12488795689174108","0.12488795689174108"
"58800","0.14624720982142858","0.14624720982142858","0.14624720982142858"
"58870","0.12294224330357142","0.12294224330357142","0.12294224330357142"
"58940","0.10764290945870536","0.10764290945870536","0.10764290945870536"
"59010","0.14124668666294643","0.14124668666294643","0.14124668666294643"
