"Step","wc_bug5_seq_di64_t24_dm192_nh12_nl10_dr0.2_optMuon_eiZ_bs100_wd0.0_lr0.0015_lrm0.0015_r1 - eval/3_pitch_time_acc","wc_bug5_seq_di64_t24_dm192_nh12_nl10_dr0.2_optMuon_eiZ_bs100_wd0.0_lr0.0015_lrm0.0015_r1 - eval/3_pitch_time_acc__MIN","wc_bug5_seq_di64_t24_dm192_nh12_nl10_dr0.2_optMuon_eiZ_bs100_wd0.0_lr0.0015_lrm0.0015_r1 - eval/3_pitch_time_acc__MAX"
"7070","0.553921568627451","0.553921568627451","0.553921568627451"
"7140","0.5647058823529412","0.5647058823529412","0.5647058823529412"
"7210","0.5656862745098039","0.5656862745098039","0.5656862745098039"
"7280","0.5598039215686275","0.5598039215686275","0.5598039215686275"
"7350","0.5588235294117647","0.5588235294117647","0.5588235294117647"
"7420","0.5686274509803921","0.5686274509803921","0.5686274509803921"
"7490","0.5627450980392157","0.5627450980392157","0.5627450980392157"
"7560","0.5637254901960784","0.5637254901960784","0.5637254901960784"
"7630","0.5588235294117647","0.5588235294117647","0.5588235294117647"
"7700","0.5676470588235294","0.5676470588235294","0.5676470588235294"
"7770","0.5637254901960784","0.5637254901960784","0.5637254901960784"
"7840","0.5656862745098039","0.5656862745098039","0.5656862745098039"
"7910","0.5696078431372549","0.5696078431372549","0.5696078431372549"
"7980","0.5705882352941176","0.5705882352941176","0.5705882352941176"
"8050","0.5696078431372549","0.5696078431372549","0.5696078431372549"
"8120","0.5686274509803921","0.5686274509803921","0.5686274509803921"
"8190","0.5598039215686275","0.5598039215686275","0.5598039215686275"
"8260","0.5647058823529412","0.5647058823529412","0.5647058823529412"
"8330","0.5666666666666667","0.5666666666666667","0.5666666666666667"
"8400","0.5676470588235294","0.5676470588235294","0.5676470588235294"
"8470","0.5617647058823529","0.5617647058823529","0.5617647058823529"
"8540","0.5764705882352941","0.5764705882352941","0.5764705882352941"
"8610","0.5754901960784313","0.5754901960784313","0.5754901960784313"
"8680","0.5745098039215686","0.5745098039215686","0.5745098039215686"
"8750","0.5705882352941176","0.5705882352941176","0.5705882352941176"
"8820","0.5705882352941176","0.5705882352941176","0.5705882352941176"
"8890","0.5696078431372549","0.5696078431372549","0.5696078431372549"
"8960","0.5735294117647058","0.5735294117647058","0.5735294117647058"
"9030","0.5794117647058824","0.5794117647058824","0.5794117647058824"
"9100","0.5784313725490197","0.5784313725490197","0.5784313725490197"
"9170","0.5735294117647058","0.5735294117647058","0.5735294117647058"
"9240","0.5725490196078431","0.5725490196078431","0.5725490196078431"
"9310","0.5794117647058824","0.5794117647058824","0.5794117647058824"
"9380","0.5843137254901961","0.5843137254901961","0.5843137254901961"
"9450","0.5735294117647058","0.5735294117647058","0.5735294117647058"
"9520","0.5696078431372549","0.5696078431372549","0.5696078431372549"
"9590","0.5705882352941176","0.5705882352941176","0.5705882352941176"
"9660","0.5696078431372549","0.5696078431372549","0.5696078431372549"
"9730","0.5715686274509804","0.5715686274509804","0.5715686274509804"
"9800","0.5715686274509804","0.5715686274509804","0.5715686274509804"
"9870","0.5754901960784313","0.5754901960784313","0.5754901960784313"
"9940","0.5686274509803921","0.5686274509803921","0.5686274509803921"
"10010","0.5862745098039216","0.5862745098039216","0.5862745098039216"
"10080","0.5735294117647058","0.5735294117647058","0.5735294117647058"
"10150","0.5833333333333334","0.5833333333333334","0.5833333333333334"
"10220","0.5705882352941176","0.5705882352941176","0.5705882352941176"
"10290","0.5823529411764706","0.5823529411764706","0.5823529411764706"
"10360","0.5843137254901961","0.5843137254901961","0.5843137254901961"
"10430","0.5813725490196079","0.5813725490196079","0.5813725490196079"
"10500","0.5843137254901961","0.5843137254901961","0.5843137254901961"
"10570","0.5892156862745098","0.5892156862745098","0.5892156862745098"
"10640","0.5833333333333334","0.5833333333333334","0.5833333333333334"
"10710","0.5843137254901961","0.5843137254901961","0.5843137254901961"
"10780","0.5843137254901961","0.5843137254901961","0.5843137254901961"
"10850","0.592156862745098","0.592156862745098","0.592156862745098"
"10920","0.5813725490196079","0.5813725490196079","0.5813725490196079"
"10990","0.5784313725490197","0.5784313725490197","0.5784313725490197"
"11060","0.5892156862745098","0.5892156862745098","0.5892156862745098"
"11130","0.5686274509803921","0.5686274509803921","0.5686274509803921"
"11200","0.5725490196078431","0.5725490196078431","0.5725490196078431"
"11270","0.5725490196078431","0.5725490196078431","0.5725490196078431"
"11340","0.5686274509803921","0.5686274509803921","0.5686274509803921"
"11410","0.5764705882352941","0.5764705882352941","0.5764705882352941"
"11480","0.5735294117647058","0.5735294117647058","0.5735294117647058"
"11550","0.5696078431372549","0.5696078431372549","0.5696078431372549"
"11620","0.5617647058823529","0.5617647058823529","0.5617647058823529"
"11690","0.5794117647058824","0.5794117647058824","0.5794117647058824"
"11760","0.5823529411764706","0.5823529411764706","0.5823529411764706"
"11830","0.5823529411764706","0.5823529411764706","0.5823529411764706"
"11900","0.5725490196078431","0.5725490196078431","0.5725490196078431"
"11970","0.5715686274509804","0.5715686274509804","0.5715686274509804"
"12040","0.5803921568627451","0.5803921568627451","0.5803921568627451"
"12110","0.5764705882352941","0.5764705882352941","0.5764705882352941"
"12180","0.5715686274509804","0.5715686274509804","0.5715686274509804"
"12250","0.5823529411764706","0.5823529411764706","0.5823529411764706"
"12320","0.5774509803921568","0.5774509803921568","0.5774509803921568"
"12390","0.5725490196078431","0.5725490196078431","0.5725490196078431"
"12460","0.5764705882352941","0.5764705882352941","0.5764705882352941"
"12530","0.5696078431372549","0.5696078431372549","0.5696078431372549"
"12600","0.5696078431372549","0.5696078431372549","0.5696078431372549"
"12670","0.5745098039215686","0.5745098039215686","0.5745098039215686"
"12740","0.5705882352941176","0.5705882352941176","0.5705882352941176"
"12810","0.5774509803921568","0.5774509803921568","0.5774509803921568"
"12880","0.5745098039215686","0.5745098039215686","0.5745098039215686"
"12950","0.5745098039215686","0.5745098039215686","0.5745098039215686"
"13020","0.5794117647058824","0.5794117647058824","0.5794117647058824"
"13090","0.5843137254901961","0.5843137254901961","0.5843137254901961"
"13160","0.5843137254901961","0.5843137254901961","0.5843137254901961"
"13230","0.5745098039215686","0.5745098039215686","0.5745098039215686"
"13300","0.5833333333333334","0.5833333333333334","0.5833333333333334"
"13370","0.5803921568627451","0.5803921568627451","0.5803921568627451"
"13440","0.5843137254901961","0.5843137254901961","0.5843137254901961"
"13510","0.5803921568627451","0.5803921568627451","0.5803921568627451"
"13580","0.5647058823529412","0.5647058823529412","0.5647058823529412"
"13650","0.5735294117647058","0.5735294117647058","0.5735294117647058"
"13720","0.5745098039215686","0.5745098039215686","0.5745098039215686"
"13790","0.5823529411764706","0.5823529411764706","0.5823529411764706"
"13860","0.5872549019607843","0.5872549019607843","0.5872549019607843"
"13930","0.5764705882352941","0.5764705882352941","0.5764705882352941"
"14000","0.5852941176470589","0.5852941176470589","0.5852941176470589"
"14070","0.5833333333333334","0.5833333333333334","0.5833333333333334"
"14140","0.5803921568627451","0.5803921568627451","0.5803921568627451"
"14210","0.5794117647058824","0.5794117647058824","0.5794117647058824"
"14280","0.5696078431372549","0.5696078431372549","0.5696078431372549"
"14350","0.5784313725490197","0.5784313725490197","0.5784313725490197"
"14420","0.5745098039215686","0.5745098039215686","0.5745098039215686"
"14490","0.5843137254901961","0.5843137254901961","0.5843137254901961"
"14560","0.5833333333333334","0.5833333333333334","0.5833333333333334"
"14630","0.5764705882352941","0.5764705882352941","0.5764705882352941"
"14700","0.5803921568627451","0.5803921568627451","0.5803921568627451"
"14770","0.5735294117647058","0.5735294117647058","0.5735294117647058"
"14840","0.5715686274509804","0.5715686274509804","0.5715686274509804"
"14910","0.5833333333333334","0.5833333333333334","0.5833333333333334"
"14980","0.5745098039215686","0.5745098039215686","0.5745098039215686"
"15050","0.5715686274509804","0.5715686274509804","0.5715686274509804"
"15120","0.5705882352941176","0.5705882352941176","0.5705882352941176"
"15190","0.5705882352941176","0.5705882352941176","0.5705882352941176"
"15260","0.5774509803921568","0.5774509803921568","0.5774509803921568"
"15330","0.5705882352941176","0.5705882352941176","0.5705882352941176"
"15400","0.5754901960784313","0.5754901960784313","0.5754901960784313"
"15470","0.5705882352941176","0.5705882352941176","0.5705882352941176"
"15540","0.5725490196078431","0.5725490196078431","0.5725490196078431"
"15610","0.5627450980392157","0.5627450980392157","0.5627450980392157"
"15680","0.5686274509803921","0.5686274509803921","0.5686274509803921"
"15750","0.5725490196078431","0.5725490196078431","0.5725490196078431"
"15820","0.5833333333333334","0.5833333333333334","0.5833333333333334"
"15890","0.5784313725490197","0.5784313725490197","0.5784313725490197"
"15960","0.5813725490196079","0.5813725490196079","0.5813725490196079"
"16030","0.5784313725490197","0.5784313725490197","0.5784313725490197"
"16100","0.5745098039215686","0.5745098039215686","0.5745098039215686"
"16170","0.5725490196078431","0.5725490196078431","0.5725490196078431"
"16240","0.5676470588235294","0.5676470588235294","0.5676470588235294"
"16310","0.5813725490196079","0.5813725490196079","0.5813725490196079"
"16380","0.5745098039215686","0.5745098039215686","0.5745098039215686"
"16450","0.5725490196078431","0.5725490196078431","0.5725490196078431"
"16520","0.5705882352941176","0.5705882352941176","0.5705882352941176"
"16590","0.5696078431372549","0.5696078431372549","0.5696078431372549"
"16660","0.5911764705882353","0.5911764705882353","0.5911764705882353"
"16730","0.5872549019607843","0.5872549019607843","0.5872549019607843"
"16800","0.5686274509803921","0.5686274509803921","0.5686274509803921"
"16870","0.5696078431372549","0.5696078431372549","0.5696078431372549"
"16940","0.5813725490196079","0.5813725490196079","0.5813725490196079"
"17010","0.5715686274509804","0.5715686274509804","0.5715686274509804"
"17080","0.5754901960784313","0.5754901960784313","0.5754901960784313"
"17150","0.5705882352941176","0.5705882352941176","0.5705882352941176"
"17220","0.5715686274509804","0.5715686274509804","0.5715686274509804"
"17290","0.5764705882352941","0.5764705882352941","0.5764705882352941"
"17360","0.5745098039215686","0.5745098039215686","0.5745098039215686"
"17430","0.5852941176470589","0.5852941176470589","0.5852941176470589"
"17500","0.5764705882352941","0.5764705882352941","0.5764705882352941"
"17570","0.5598039215686275","0.5598039215686275","0.5598039215686275"
"17640","0.5617647058823529","0.5617647058823529","0.5617647058823529"
"17710","0.5637254901960784","0.5637254901960784","0.5637254901960784"
"17780","0.5754901960784313","0.5754901960784313","0.5754901960784313"
"17850","0.5666666666666667","0.5666666666666667","0.5666666666666667"
"17920","0.5696078431372549","0.5696078431372549","0.5696078431372549"
"17990","0.5705882352941176","0.5705882352941176","0.5705882352941176"
"18060","0.5686274509803921","0.5686274509803921","0.5686274509803921"
"18130","0.5715686274509804","0.5715686274509804","0.5715686274509804"
"18200","0.5754901960784313","0.5754901960784313","0.5754901960784313"
"18270","0.5725490196078431","0.5725490196078431","0.5725490196078431"
"18340","0.5666666666666667","0.5666666666666667","0.5666666666666667"
"18410","0.5735294117647058","0.5735294117647058","0.5735294117647058"
"18480","0.5666666666666667","0.5666666666666667","0.5666666666666667"
"18550","0.5696078431372549","0.5696078431372549","0.5696078431372549"
"18620","0.5715686274509804","0.5715686274509804","0.5715686274509804"
"18690","0.5696078431372549","0.5696078431372549","0.5696078431372549"
"18760","0.5754901960784313","0.5754901960784313","0.5754901960784313"
"18830","0.5715686274509804","0.5715686274509804","0.5715686274509804"
"18900","0.5754901960784313","0.5754901960784313","0.5754901960784313"
"18970","0.5686274509803921","0.5686274509803921","0.5686274509803921"
"19040","0.5715686274509804","0.5715686274509804","0.5715686274509804"
"19110","0.5715686274509804","0.5715686274509804","0.5715686274509804"
"19180","0.5735294117647058","0.5735294117647058","0.5735294117647058"
"19250","0.5676470588235294","0.5676470588235294","0.5676470588235294"
"19320","0.5735294117647058","0.5735294117647058","0.5735294117647058"
"19390","0.5715686274509804","0.5715686274509804","0.5715686274509804"
"19460","0.5745098039215686","0.5745098039215686","0.5745098039215686"
"19530","0.5705882352941176","0.5705882352941176","0.5705882352941176"
"19600","0.5774509803921568","0.5774509803921568","0.5774509803921568"
"19670","0.5774509803921568","0.5774509803921568","0.5774509803921568"
"19740","0.5666666666666667","0.5666666666666667","0.5666666666666667"
"19810","0.5823529411764706","0.5823529411764706","0.5823529411764706"
"19880","0.5754901960784313","0.5754901960784313","0.5754901960784313"
"19950","0.5843137254901961","0.5843137254901961","0.5843137254901961"
"20020","0.5715686274509804","0.5715686274509804","0.5715686274509804"
"20090","0.5833333333333334","0.5833333333333334","0.5833333333333334"
"20160","0.5803921568627451","0.5803921568627451","0.5803921568627451"
"20230","0.5754901960784313","0.5754901960784313","0.5754901960784313"
"20300","0.5745098039215686","0.5745098039215686","0.5745098039215686"
"20370","0.5794117647058824","0.5794117647058824","0.5794117647058824"
"20440","0.5715686274509804","0.5715686274509804","0.5715686274509804"
"20510","0.5696078431372549","0.5696078431372549","0.5696078431372549"
"20580","0.5735294117647058","0.5735294117647058","0.5735294117647058"
"20650","0.5754901960784313","0.5754901960784313","0.5754901960784313"
"20720","0.5696078431372549","0.5696078431372549","0.5696078431372549"
"20790","0.5784313725490197","0.5784313725490197","0.5784313725490197"
"20860","0.5607843137254902","0.5607843137254902","0.5607843137254902"
"20930","0.5656862745098039","0.5656862745098039","0.5656862745098039"
"21000","0.5666666666666667","0.5666666666666667","0.5666666666666667"
"21070","0.5725490196078431","0.5725490196078431","0.5725490196078431"
"21140","0.5754901960784313","0.5754901960784313","0.5754901960784313"
"21210","0.5647058823529412","0.5647058823529412","0.5647058823529412"
"21280","0.5705882352941176","0.5705882352941176","0.5705882352941176"
"21350","0.5774509803921568","0.5774509803921568","0.5774509803921568"
"21420","0.5754901960784313","0.5754901960784313","0.5754901960784313"
"21490","0.5764705882352941","0.5764705882352941","0.5764705882352941"
"21560","0.5607843137254902","0.5607843137254902","0.5607843137254902"
"21630","0.5568627450980392","0.5568627450980392","0.5568627450980392"
"21700","0.5774509803921568","0.5774509803921568","0.5774509803921568"
"21770","0.5784313725490197","0.5784313725490197","0.5784313725490197"
"21840","0.5705882352941176","0.5705882352941176","0.5705882352941176"
"21910","0.5715686274509804","0.5715686274509804","0.5715686274509804"
"21980","0.5696078431372549","0.5696078431372549","0.5696078431372549"
"22050","0.5705882352941176","0.5705882352941176","0.5705882352941176"
"22120","0.5705882352941176","0.5705882352941176","0.5705882352941176"
"22190","0.5735294117647058","0.5735294117647058","0.5735294117647058"
"22260","0.5794117647058824","0.5794117647058824","0.5794117647058824"
"22330","0.5666666666666667","0.5666666666666667","0.5666666666666667"
"22400","0.5666666666666667","0.5666666666666667","0.5666666666666667"
"22470","0.5715686274509804","0.5715686274509804","0.5715686274509804"
"22540","0.5676470588235294","0.5676470588235294","0.5676470588235294"
"22610","0.5715686274509804","0.5715686274509804","0.5715686274509804"
"22680","0.5794117647058824","0.5794117647058824","0.5794117647058824"
"22750","0.5735294117647058","0.5735294117647058","0.5735294117647058"
"22820","0.5813725490196079","0.5813725490196079","0.5813725490196079"
"22890","0.5794117647058824","0.5794117647058824","0.5794117647058824"
"22960","0.5794117647058824","0.5794117647058824","0.5794117647058824"
"23030","0.5735294117647058","0.5735294117647058","0.5735294117647058"
"23100","0.5735294117647058","0.5735294117647058","0.5735294117647058"
"23170","0.5696078431372549","0.5696078431372549","0.5696078431372549"
"23240","0.5705882352941176","0.5705882352941176","0.5705882352941176"
"23310","0.5745098039215686","0.5745098039215686","0.5745098039215686"
"23380","0.5637254901960784","0.5637254901960784","0.5637254901960784"
"23450","0.5666666666666667","0.5666666666666667","0.5666666666666667"
"23520","0.5637254901960784","0.5637254901960784","0.5637254901960784"
"23590","0.5686274509803921","0.5686274509803921","0.5686274509803921"
"23660","0.5686274509803921","0.5686274509803921","0.5686274509803921"
"23730","0.5745098039215686","0.5745098039215686","0.5745098039215686"
"23800","0.5784313725490197","0.5784313725490197","0.5784313725490197"
"23870","0.5725490196078431","0.5725490196078431","0.5725490196078431"
"23940","0.5784313725490197","0.5784313725490197","0.5784313725490197"
"24010","0.5784313725490197","0.5784313725490197","0.5784313725490197"
"24080","0.5607843137254902","0.5607843137254902","0.5607843137254902"
"24150","0.5686274509803921","0.5686274509803921","0.5686274509803921"
"24220","0.5715686274509804","0.5715686274509804","0.5715686274509804"
"24290","0.5794117647058824","0.5794117647058824","0.5794117647058824"
"24360","0.5656862745098039","0.5656862745098039","0.5656862745098039"
"24430","0.5607843137254902","0.5607843137254902","0.5607843137254902"
"24500","0.5627450980392157","0.5627450980392157","0.5627450980392157"
"24570","0.5637254901960784","0.5637254901960784","0.5637254901960784"
"24640","0.5656862745098039","0.5656862745098039","0.5656862745098039"
"24710","0.5588235294117647","0.5588235294117647","0.5588235294117647"
"24780","0.5696078431372549","0.5696078431372549","0.5696078431372549"
"24850","0.5637254901960784","0.5637254901960784","0.5637254901960784"
"24920","0.5588235294117647","0.5588235294117647","0.5588235294117647"
"24990","0.5627450980392157","0.5627450980392157","0.5627450980392157"
"25060","0.5627450980392157","0.5627450980392157","0.5627450980392157"
"25130","0.5588235294117647","0.5588235294117647","0.5588235294117647"
"25200","0.5529411764705883","0.5529411764705883","0.5529411764705883"
"25270","0.5745098039215686","0.5745098039215686","0.5745098039215686"
"25340","0.5686274509803921","0.5686274509803921","0.5686274509803921"
"25410","0.5735294117647058","0.5735294117647058","0.5735294117647058"
"25480","0.5696078431372549","0.5696078431372549","0.5696078431372549"
"25550","0.5715686274509804","0.5715686274509804","0.5715686274509804"
"25620","0.5686274509803921","0.5686274509803921","0.5686274509803921"
"25690","0.5656862745098039","0.5656862745098039","0.5656862745098039"
"25760","0.5715686274509804","0.5715686274509804","0.5715686274509804"
"25830","0.5647058823529412","0.5647058823529412","0.5647058823529412"
"25900","0.5696078431372549","0.5696078431372549","0.5696078431372549"
"25970","0.5607843137254902","0.5607843137254902","0.5607843137254902"
"26040","0.5656862745098039","0.5656862745098039","0.5656862745098039"
"26110","0.5588235294117647","0.5588235294117647","0.5588235294117647"
"26180","0.5529411764705883","0.5529411764705883","0.5529411764705883"
"26250","0.5568627450980392","0.5568627450980392","0.5568627450980392"
"26320","0.557843137254902","0.557843137254902","0.557843137254902"
"26390","0.5470588235294118","0.5470588235294118","0.5470588235294118"
"26460","0.5598039215686275","0.5598039215686275","0.5598039215686275"
"26530","0.5509803921568628","0.5509803921568628","0.5509803921568628"
"26600","0.5568627450980392","0.5568627450980392","0.5568627450980392"
"26670","0.5568627450980392","0.5568627450980392","0.5568627450980392"
"26740","0.5598039215686275","0.5598039215686275","0.5598039215686275"
"26810","0.5617647058823529","0.5617647058823529","0.5617647058823529"
"26880","0.5568627450980392","0.5568627450980392","0.5568627450980392"
"26950","0.557843137254902","0.557843137254902","0.557843137254902"
"27020","0.553921568627451","0.553921568627451","0.553921568627451"
"27090","0.5588235294117647","0.5588235294117647","0.5588235294117647"
"27160","0.5598039215686275","0.5598039215686275","0.5598039215686275"
"27230","0.5549019607843138","0.5549019607843138","0.5549019607843138"
"27300","0.557843137254902","0.557843137254902","0.557843137254902"
"27370","0.5637254901960784","0.5637254901960784","0.5637254901960784"
"27440","0.5617647058823529","0.5617647058823529","0.5617647058823529"
"27510","0.5617647058823529","0.5617647058823529","0.5617647058823529"
"27580","0.5617647058823529","0.5617647058823529","0.5617647058823529"
"27650","0.5627450980392157","0.5627450980392157","0.5627450980392157"
"27720","0.5637254901960784","0.5637254901960784","0.5637254901960784"
"27790","0.557843137254902","0.557843137254902","0.557843137254902"
"27860","0.5647058823529412","0.5647058823529412","0.5647058823529412"
"27930","0.5666666666666667","0.5666666666666667","0.5666666666666667"
"28000","0.5431372549019607","0.5431372549019607","0.5431372549019607"
"28070","0.5568627450980392","0.5568627450980392","0.5568627450980392"
"28140","0.5676470588235294","0.5676470588235294","0.5676470588235294"
"28210","0.5490196078431373","0.5490196078431373","0.5490196078431373"
"28280","0.5480392156862746","0.5480392156862746","0.5480392156862746"
"28350","0.5686274509803921","0.5686274509803921","0.5686274509803921"
"28420","0.5588235294117647","0.5588235294117647","0.5588235294117647"
"28490","0.5676470588235294","0.5676470588235294","0.5676470588235294"
"28560","0.5617647058823529","0.5617647058823529","0.5617647058823529"
"28630","0.5529411764705883","0.5529411764705883","0.5529411764705883"
"28700","0.546078431372549","0.546078431372549","0.546078431372549"
"28770","0.5588235294117647","0.5588235294117647","0.5588235294117647"
"28840","0.5529411764705883","0.5529411764705883","0.5529411764705883"
"28910","0.5647058823529412","0.5647058823529412","0.5647058823529412"
"28980","0.5568627450980392","0.5568627450980392","0.5568627450980392"
"29050","0.5558823529411765","0.5558823529411765","0.5558823529411765"
"29120","0.5666666666666667","0.5666666666666667","0.5666666666666667"
"29190","0.5676470588235294","0.5676470588235294","0.5676470588235294"
"29260","0.5529411764705883","0.5529411764705883","0.5529411764705883"
"29330","0.5568627450980392","0.5568627450980392","0.5568627450980392"
"29400","0.5549019607843138","0.5549019607843138","0.5549019607843138"
"29470","0.5490196078431373","0.5490196078431373","0.5490196078431373"
"29540","0.5519607843137255","0.5519607843137255","0.5519607843137255"
"29610","0.557843137254902","0.557843137254902","0.557843137254902"
