"Step","wc_bug5_seq_di64_t24_dm192_nh12_nl10_dr0.2_optMuon_eiZ_bs100_wd0.0_lr0.0015_lrm0.0015_r1 - avg_distance","wc_bug5_seq_di64_t24_dm192_nh12_nl10_dr0.2_optMuon_eiZ_bs100_wd0.0_lr0.0015_lrm0.0015_r1 - avg_distance__MIN","wc_bug5_seq_di64_t24_dm192_nh12_nl10_dr0.2_optMuon_eiZ_bs100_wd0.0_lr0.0015_lrm0.0015_r1 - avg_distance__MAX"
"32900","11.933035714285714","11.933035714285714","11.933035714285714"
"32970","11.771428571428572","11.771428571428572","11.771428571428572"
"33040","11.911607142857143","11.911607142857143","11.911607142857143"
"33110","11.992857142857142","11.992857142857142","11.992857142857142"
"33180","11.866964285714285","11.866964285714285","11.866964285714285"
"33250","11.872321428571428","11.872321428571428","11.872321428571428"
"33320","11.96875","11.96875","11.96875"
"33390","11.991071428571429","11.991071428571429","11.991071428571429"
"33460","11.898214285714285","11.898214285714285","11.898214285714285"
"33530","11.885714285714286","11.885714285714286","11.885714285714286"
"33600","11.650892857142857","11.650892857142857","11.650892857142857"
"33670","11.853571428571428","11.853571428571428","11.853571428571428"
"33740","11.934821428571428","11.934821428571428","11.934821428571428"
"33810","11.916071428571428","11.916071428571428","11.916071428571428"
"33880","11.974107142857143","11.974107142857143","11.974107142857143"
"33950","11.975892857142858","11.975892857142858","11.975892857142858"
"34020","11.854464285714286","11.854464285714286","11.854464285714286"
"34090","11.825892857142858","11.825892857142858","11.825892857142858"
"34160","11.934821428571428","11.934821428571428","11.934821428571428"
"34230","11.941964285714286","11.941964285714286","11.941964285714286"
"34300","11.944642857142858","11.944642857142858","11.944642857142858"
"34370","11.758928571428571","11.758928571428571","11.758928571428571"
"34440","11.967857142857143","11.967857142857143","11.967857142857143"
"34510","11.909821428571428","11.909821428571428","11.909821428571428"
"34580","11.783035714285715","11.783035714285715","11.783035714285715"
"34650","11.904464285714285","11.904464285714285","11.904464285714285"
"34720","11.83125","11.83125","11.83125"
"34790","11.897321428571429","11.897321428571429","11.897321428571429"
"34860","12.08125","12.08125","12.08125"
"34930","12.016964285714286","12.016964285714286","12.016964285714286"
"35000","12.069642857142858","12.069642857142858","12.069642857142858"
"35070","12.04732142857143","12.04732142857143","12.04732142857143"
"35140","11.991964285714285","11.991964285714285","11.991964285714285"
"35210","11.959821428571429","11.959821428571429","11.959821428571429"
"35280","11.8375","11.8375","11.8375"
"35350","11.969642857142857","11.969642857142857","11.969642857142857"
"35420","11.896428571428572","11.896428571428572","11.896428571428572"
"35490","12.057142857142857","12.057142857142857","12.057142857142857"
"35560","12.158035714285715","12.158035714285715","12.158035714285715"
"35630","12.05625","12.05625","12.05625"
"35700","12.002678571428572","12.002678571428572","12.002678571428572"
"35770","11.909821428571428","11.909821428571428","11.909821428571428"
"35840","11.946428571428571","11.946428571428571","11.946428571428571"
"35910","11.958928571428572","11.958928571428572","11.958928571428572"
"35980","11.990178571428572","11.990178571428572","11.990178571428572"
"36050","11.969642857142857","11.969642857142857","11.969642857142857"
"36120","12.008928571428571","12.008928571428571","12.008928571428571"
"36190","12.066071428571428","12.066071428571428","12.066071428571428"
"36260","12.104464285714286","12.104464285714286","12.104464285714286"
"36330","11.855357142857143","11.855357142857143","11.855357142857143"
"36400","11.986607142857142","11.986607142857142","11.986607142857142"
"36470","12.022321428571429","12.022321428571429","12.022321428571429"
"36540","12.06875","12.06875","12.06875"
"36610","11.973214285714286","11.973214285714286","11.973214285714286"
"36680","12.024107142857142","12.024107142857142","12.024107142857142"
"36750","12.108035714285714","12.108035714285714","12.108035714285714"
"36820","12.022321428571429","12.022321428571429","12.022321428571429"
"36890","12.060714285714285","12.060714285714285","12.060714285714285"
"36960","12.026785714285714","12.026785714285714","12.026785714285714"
"37030","11.925892857142857","11.925892857142857","11.925892857142857"
"37100","11.948214285714286","11.948214285714286","11.948214285714286"
"37170","12.09375","12.09375","12.09375"
"37240","12.094642857142857","12.094642857142857","12.094642857142857"
"37310","12.04732142857143","12.04732142857143","12.04732142857143"
"37380","12.085714285714285","12.085714285714285","12.085714285714285"
"37450","11.949107142857143","11.949107142857143","11.949107142857143"
"37520","12.083035714285714","12.083035714285714","12.083035714285714"
"37590","12.115178571428572","12.115178571428572","12.115178571428572"
"37660","12.1375","12.1375","12.1375"
"37730","12.1625","12.1625","12.1625"
"37800","12.102678571428571","12.102678571428571","12.102678571428571"
"37870","11.990178571428572","11.990178571428572","11.990178571428572"
"37940","11.95","11.95","11.95"
"38010","12.163392857142858","12.163392857142858","12.163392857142858"
"38080","12.075892857142858","12.075892857142858","12.075892857142858"
"38150","12.120535714285714","12.120535714285714","12.120535714285714"
"38220","12.079464285714286","12.079464285714286","12.079464285714286"
"38290","12.069642857142858","12.069642857142858","12.069642857142858"
"38360","12.066964285714286","12.066964285714286","12.066964285714286"
"38430","11.990178571428572","11.990178571428572","11.990178571428572"
"38500","12.059821428571428","12.059821428571428","12.059821428571428"
"38570","12.116071428571429","12.116071428571429","12.116071428571429"
"38640","12.04375","12.04375","12.04375"
"38710","11.957142857142857","11.957142857142857","11.957142857142857"
"38780","12.083928571428572","12.083928571428572","12.083928571428572"
"38850","12.119642857142857","12.119642857142857","12.119642857142857"
"38920","12.033035714285715","12.033035714285715","12.033035714285715"
"38990","12.166964285714286","12.166964285714286","12.166964285714286"
"39060","12.107142857142858","12.107142857142858","12.107142857142858"
"39130","12.166071428571428","12.166071428571428","12.166071428571428"
"39200","12.040178571428571","12.040178571428571","12.040178571428571"
"39270","12.119642857142857","12.119642857142857","12.119642857142857"
"39340","12.014285714285714","12.014285714285714","12.014285714285714"
"39410","12.041071428571428","12.041071428571428","12.041071428571428"
"39480","12.116964285714285","12.116964285714285","12.116964285714285"
"39550","12.067857142857143","12.067857142857143","12.067857142857143"
"39620","12.025892857142857","12.025892857142857","12.025892857142857"
"39690","12.163392857142858","12.163392857142858","12.163392857142858"
"39760","12.048214285714286","12.048214285714286","12.048214285714286"
"39830","12.14017857142857","12.14017857142857","12.14017857142857"
"39900","12.14017857142857","12.14017857142857","12.14017857142857"
"39970","12.048214285714286","12.048214285714286","12.048214285714286"
"40040","12.148214285714285","12.148214285714285","12.148214285714285"
"40110","12.196428571428571","12.196428571428571","12.196428571428571"
"40180","12.134821428571428","12.134821428571428","12.134821428571428"
"40250","12.082142857142857","12.082142857142857","12.082142857142857"
"40320","12.130357142857143","12.130357142857143","12.130357142857143"
"40390","12.057142857142857","12.057142857142857","12.057142857142857"
"40460","12.10892857142857","12.10892857142857","12.10892857142857"
"40530","12.085714285714285","12.085714285714285","12.085714285714285"
"40600","12.283035714285715","12.283035714285715","12.283035714285715"
"40670","12.139285714285714","12.139285714285714","12.139285714285714"
"40740","12.066964285714286","12.066964285714286","12.066964285714286"
"40810","12.114285714285714","12.114285714285714","12.114285714285714"
"40880","12.155357142857143","12.155357142857143","12.155357142857143"
"40950","12.105357142857143","12.105357142857143","12.105357142857143"
"41020","12.134821428571428","12.134821428571428","12.134821428571428"
"41090","12.150892857142857","12.150892857142857","12.150892857142857"
"41160","12.098214285714286","12.098214285714286","12.098214285714286"
"41230","12.10625","12.10625","12.10625"
"41300","12.210714285714285","12.210714285714285","12.210714285714285"
"41370","12.302678571428572","12.302678571428572","12.302678571428572"
"41440","12.19375","12.19375","12.19375"
"41510","12.110714285714286","12.110714285714286","12.110714285714286"
"41580","12.180357142857142","12.180357142857142","12.180357142857142"
"41650","12.191964285714286","12.191964285714286","12.191964285714286"
"41720","12.176785714285714","12.176785714285714","12.176785714285714"
"41790","12.15625","12.15625","12.15625"
"41860","12.169642857142858","12.169642857142858","12.169642857142858"
"41930","12.142857142857142","12.142857142857142","12.142857142857142"
"42000","12.238392857142857","12.238392857142857","12.238392857142857"
"42070","12.207142857142857","12.207142857142857","12.207142857142857"
"42140","12.240178571428572","12.240178571428572","12.240178571428572"
"42210","12.216964285714285","12.216964285714285","12.216964285714285"
"42280","12.120535714285714","12.120535714285714","12.120535714285714"
"42350","12.14017857142857","12.14017857142857","12.14017857142857"
"42420","12.216964285714285","12.216964285714285","12.216964285714285"
"42490","12.227678571428571","12.227678571428571","12.227678571428571"
"42560","12.325","12.325","12.325"
"42630","12.248214285714285","12.248214285714285","12.248214285714285"
"42700","12.241071428571429","12.241071428571429","12.241071428571429"
"42770","12.215178571428572","12.215178571428572","12.215178571428572"
"42840","12.223214285714286","12.223214285714286","12.223214285714286"
"42910","12.216071428571428","12.216071428571428","12.216071428571428"
"42980","12.291071428571428","12.291071428571428","12.291071428571428"
"43050","12.29732142857143","12.29732142857143","12.29732142857143"
"43120","12.229464285714286","12.229464285714286","12.229464285714286"
"43190","12.082142857142857","12.082142857142857","12.082142857142857"
"43260","12.189285714285715","12.189285714285715","12.189285714285715"
"43330","12.194642857142858","12.194642857142858","12.194642857142858"
"43400","12.104464285714286","12.104464285714286","12.104464285714286"
"43470","12.30625","12.30625","12.30625"
"43540","12.258928571428571","12.258928571428571","12.258928571428571"
"43610","12.259821428571428","12.259821428571428","12.259821428571428"
"43680","12.24375","12.24375","12.24375"
"43750","12.245535714285714","12.245535714285714","12.245535714285714"
"43820","12.342857142857143","12.342857142857143","12.342857142857143"
"43890","12.113392857142857","12.113392857142857","12.113392857142857"
"43960","12.195535714285715","12.195535714285715","12.195535714285715"
"44030","12.177678571428572","12.177678571428572","12.177678571428572"
"44100","12.386607142857143","12.386607142857143","12.386607142857143"
"44170","12.441964285714286","12.441964285714286","12.441964285714286"
"44240","12.250892857142857","12.250892857142857","12.250892857142857"
"44310","12.17232142857143","12.17232142857143","12.17232142857143"
"44380","12.291964285714286","12.291964285714286","12.291964285714286"
"44450","12.216071428571428","12.216071428571428","12.216071428571428"
"44520","12.255357142857143","12.255357142857143","12.255357142857143"
"44590","12.275","12.275","12.275"
"44660","12.224107142857143","12.224107142857143","12.224107142857143"
"44730","12.257142857142858","12.257142857142858","12.257142857142858"
"44800","12.274107142857142","12.274107142857142","12.274107142857142"
"44870","12.185714285714285","12.185714285714285","12.185714285714285"
"44940","12.228571428571428","12.228571428571428","12.228571428571428"
"45010","12.250892857142857","12.250892857142857","12.250892857142857"
"45080","12.29375","12.29375","12.29375"
"45150","12.295535714285714","12.295535714285714","12.295535714285714"
"45220","12.333928571428572","12.333928571428572","12.333928571428572"
"45290","12.257142857142858","12.257142857142858","12.257142857142858"
"45360","12.255357142857143","12.255357142857143","12.255357142857143"
"45430","12.311607142857143","12.311607142857143","12.311607142857143"
"45500","12.299107142857142","12.299107142857142","12.299107142857142"
"45570","12.321428571428571","12.321428571428571","12.321428571428571"
"45640","12.325892857142858","12.325892857142858","12.325892857142858"
"45710","12.182142857142857","12.182142857142857","12.182142857142857"
"45780","12.24375","12.24375","12.24375"
"45850","12.175892857142857","12.175892857142857","12.175892857142857"
"45920","12.1625","12.1625","12.1625"
"45990","12.146428571428572","12.146428571428572","12.146428571428572"
"46060","12.290178571428571","12.290178571428571","12.290178571428571"
"46130","12.32767857142857","12.32767857142857","12.32767857142857"
"46200","12.2375","12.2375","12.2375"
"46270","12.366071428571429","12.366071428571429","12.366071428571429"
"46340","12.344642857142857","12.344642857142857","12.344642857142857"
"46410","12.384821428571428","12.384821428571428","12.384821428571428"
"46480","12.29642857142857","12.29642857142857","12.29642857142857"
"46550","12.273214285714285","12.273214285714285","12.273214285714285"
"46620","12.230357142857143","12.230357142857143","12.230357142857143"
"46690","12.311607142857143","12.311607142857143","12.311607142857143"
"46760","12.266964285714286","12.266964285714286","12.266964285714286"
"46830","12.378571428571428","12.378571428571428","12.378571428571428"
"46900","12.278571428571428","12.278571428571428","12.278571428571428"
"46970","12.289285714285715","12.289285714285715","12.289285714285715"
"47040","12.378571428571428","12.378571428571428","12.378571428571428"
"47110","12.308928571428572","12.308928571428572","12.308928571428572"
"47180","12.270535714285714","12.270535714285714","12.270535714285714"
"47250","12.45","12.45","12.45"
"47320","12.308035714285714","12.308035714285714","12.308035714285714"
"47390","12.190178571428572","12.190178571428572","12.190178571428572"
"47460","12.238392857142857","12.238392857142857","12.238392857142857"
"47530","12.344642857142857","12.344642857142857","12.344642857142857"
"47600","12.263392857142858","12.263392857142858","12.263392857142858"
"47670","12.274107142857142","12.274107142857142","12.274107142857142"
"47740","12.364285714285714","12.364285714285714","12.364285714285714"
"47810","12.241964285714285","12.241964285714285","12.241964285714285"
"47880","12.261607142857143","12.261607142857143","12.261607142857143"
"47950","12.2","12.2","12.2"
"48020","12.227678571428571","12.227678571428571","12.227678571428571"
"48090","12.267857142857142","12.267857142857142","12.267857142857142"
"48160","12.225","12.225","12.225"
"48230","12.14375","12.14375","12.14375"
"48300","12.355357142857143","12.355357142857143","12.355357142857143"
"48370","12.408035714285715","12.408035714285715","12.408035714285715"
"48440","12.366071428571429","12.366071428571429","12.366071428571429"
"48510","12.330357142857142","12.330357142857142","12.330357142857142"
"48580","12.354464285714286","12.354464285714286","12.354464285714286"
"48650","12.23482142857143","12.23482142857143","12.23482142857143"
"48720","12.35625","12.35625","12.35625"
"48790","12.292857142857143","12.292857142857143","12.292857142857143"
"48860","12.259821428571428","12.259821428571428","12.259821428571428"
"48930","12.284821428571428","12.284821428571428","12.284821428571428"
"49000","12.239285714285714","12.239285714285714","12.239285714285714"
"49070","12.294642857142858","12.294642857142858","12.294642857142858"
"49140","12.364285714285714","12.364285714285714","12.364285714285714"
"49210","12.300892857142857","12.300892857142857","12.300892857142857"
"49280","12.238392857142857","12.238392857142857","12.238392857142857"
"49350","12.186607142857143","12.186607142857143","12.186607142857143"
"49420","12.366071428571429","12.366071428571429","12.366071428571429"
"49490","12.24375","12.24375","12.24375"
"49560","12.346428571428572","12.346428571428572","12.346428571428572"
"49630","12.279464285714285","12.279464285714285","12.279464285714285"
"49700","12.358035714285714","12.358035714285714","12.358035714285714"
"49770","12.341964285714285","12.341964285714285","12.341964285714285"
"49840","12.289285714285715","12.289285714285715","12.289285714285715"
"49910","12.35892857142857","12.35892857142857","12.35892857142857"
"49980","12.461607142857142","12.461607142857142","12.461607142857142"
"50050","12.450892857142858","12.450892857142858","12.450892857142858"
"50120","12.3125","12.3125","12.3125"
"50190","12.382142857142858","12.382142857142858","12.382142857142858"
"50260","12.416964285714286","12.416964285714286","12.416964285714286"
"50330","12.333035714285714","12.333035714285714","12.333035714285714"
"50400","12.316071428571428","12.316071428571428","12.316071428571428"
"50470","12.414285714285715","12.414285714285715","12.414285714285715"
"50540","12.342857142857143","12.342857142857143","12.342857142857143"
"50610","12.405357142857143","12.405357142857143","12.405357142857143"
"50680","12.29375","12.29375","12.29375"
"50750","12.323214285714286","12.323214285714286","12.323214285714286"
"50820","12.364285714285714","12.364285714285714","12.364285714285714"
"50890","12.246428571428572","12.246428571428572","12.246428571428572"
"50960","12.2625","12.2625","12.2625"
"51030","12.3375","12.3375","12.3375"
"51100","12.43125","12.43125","12.43125"
"51170","12.425892857142857","12.425892857142857","12.425892857142857"
"51240","12.300892857142857","12.300892857142857","12.300892857142857"
"51310","12.5","12.5","12.5"
"51380","12.43125","12.43125","12.43125"
"51450","12.283928571428572","12.283928571428572","12.283928571428572"
"51520","12.254464285714286","12.254464285714286","12.254464285714286"
"51590","12.424107142857142","12.424107142857142","12.424107142857142"
"51660","12.477678571428571","12.477678571428571","12.477678571428571"
"51730","12.300892857142857","12.300892857142857","12.300892857142857"
"51800","12.383035714285715","12.383035714285715","12.383035714285715"
"51870","12.358035714285714","12.358035714285714","12.358035714285714"
"51940","12.548214285714286","12.548214285714286","12.548214285714286"
"52010","12.502678571428572","12.502678571428572","12.502678571428572"
"52080","12.319642857142858","12.319642857142858","12.319642857142858"
"52150","12.371428571428572","12.371428571428572","12.371428571428572"
"52220","12.478571428571428","12.478571428571428","12.478571428571428"
"52290","12.441964285714286","12.441964285714286","12.441964285714286"
"52360","12.291964285714286","12.291964285714286","12.291964285714286"
"52430","12.346428571428572","12.346428571428572","12.346428571428572"
"52500","12.35982142857143","12.35982142857143","12.35982142857143"
"52570","12.360714285714286","12.360714285714286","12.360714285714286"
"52640","12.386607142857143","12.386607142857143","12.386607142857143"
"52710","12.495535714285714","12.495535714285714","12.495535714285714"
"52780","12.465178571428572","12.465178571428572","12.465178571428572"
"52850","12.448214285714286","12.448214285714286","12.448214285714286"
"52920","12.395535714285714","12.395535714285714","12.395535714285714"
"52990","12.446428571428571","12.446428571428571","12.446428571428571"
"53060","12.4","12.4","12.4"
"53130","12.400892857142857","12.400892857142857","12.400892857142857"
"53200","12.39375","12.39375","12.39375"
"53270","12.347321428571428","12.347321428571428","12.347321428571428"
"53340","12.4875","12.4875","12.4875"
"53410","12.529464285714285","12.529464285714285","12.529464285714285"
"53480","12.458928571428572","12.458928571428572","12.458928571428572"
"53550","12.367857142857142","12.367857142857142","12.367857142857142"
"53620","12.3625","12.3625","12.3625"
"53690","12.476785714285715","12.476785714285715","12.476785714285715"
"53760","12.525","12.525","12.525"
"53830","12.451785714285714","12.451785714285714","12.451785714285714"
"53900","12.475892857142858","12.475892857142858","12.475892857142858"
"53970","12.458035714285714","12.458035714285714","12.458035714285714"
"54040","12.489285714285714","12.489285714285714","12.489285714285714"
"54110","12.549107142857142","12.549107142857142","12.549107142857142"
"54180","12.339285714285714","12.339285714285714","12.339285714285714"
"54250","12.499107142857143","12.499107142857143","12.499107142857143"
"54320","12.465178571428572","12.465178571428572","12.465178571428572"
"54390","12.438392857142857","12.438392857142857","12.438392857142857"
"54460","12.292857142857143","12.292857142857143","12.292857142857143"
"54530","12.357142857142858","12.357142857142858","12.357142857142858"
"54600","12.432142857142857","12.432142857142857","12.432142857142857"
"54670","12.477678571428571","12.477678571428571","12.477678571428571"
"54740","12.499107142857143","12.499107142857143","12.499107142857143"
"54810","12.45267857142857","12.45267857142857","12.45267857142857"
"54880","12.4625","12.4625","12.4625"
"54950","12.40625","12.40625","12.40625"
"55020","12.425","12.425","12.425"
"55090","12.416964285714286","12.416964285714286","12.416964285714286"
"55160","12.491964285714285","12.491964285714285","12.491964285714285"
"55230","12.42232142857143","12.42232142857143","12.42232142857143"
"55300","12.457142857142857","12.457142857142857","12.457142857142857"
"55370","12.501785714285715","12.501785714285715","12.501785714285715"
"55440","12.526785714285714","12.526785714285714","12.526785714285714"
"55510","12.525892857142857","12.525892857142857","12.525892857142857"
"55580","12.45267857142857","12.45267857142857","12.45267857142857"
"55650","12.432142857142857","12.432142857142857","12.432142857142857"
"55720","12.492857142857142","12.492857142857142","12.492857142857142"
"55790","12.472321428571428","12.472321428571428","12.472321428571428"
"55860","12.575892857142858","12.575892857142858","12.575892857142858"
"55930","12.510714285714286","12.510714285714286","12.510714285714286"
"56000","12.434821428571428","12.434821428571428","12.434821428571428"
"56070","12.549107142857142","12.549107142857142","12.549107142857142"
"56140","12.459821428571429","12.459821428571429","12.459821428571429"
"56210","12.539285714285715","12.539285714285715","12.539285714285715"
"56280","12.6625","12.6625","12.6625"
"56350","12.58125","12.58125","12.58125"
"56420","12.4375","12.4375","12.4375"
"56490","12.542857142857143","12.542857142857143","12.542857142857143"
"56560","12.616071428571429","12.616071428571429","12.616071428571429"
"56630","12.549107142857142","12.549107142857142","12.549107142857142"
"56700","12.566964285714286","12.566964285714286","12.566964285714286"
"56770","12.585714285714285","12.585714285714285","12.585714285714285"
"56840","12.417857142857143","12.417857142857143","12.417857142857143"
"56910","12.525892857142857","12.525892857142857","12.525892857142857"
"56980","12.3875","12.3875","12.3875"
"57050","12.473214285714286","12.473214285714286","12.473214285714286"
"57120","12.360714285714286","12.360714285714286","12.360714285714286"
"57190","12.463392857142857","12.463392857142857","12.463392857142857"
"57260","12.513392857142858","12.513392857142858","12.513392857142858"
"57330","12.367857142857142","12.367857142857142","12.367857142857142"
"57400","12.4875","12.4875","12.4875"
"57470","12.544642857142858","12.544642857142858","12.544642857142858"
"57540","12.533928571428572","12.533928571428572","12.533928571428572"
"57610","12.5375","12.5375","12.5375"
"57680","12.584821428571429","12.584821428571429","12.584821428571429"
"57750","12.683035714285714","12.683035714285714","12.683035714285714"
"57820","12.491071428571429","12.491071428571429","12.491071428571429"
"57890","12.603571428571428","12.603571428571428","12.603571428571428"
"57960","12.369642857142857","12.369642857142857","12.369642857142857"
"58030","12.533928571428572","12.533928571428572","12.533928571428572"
"58100","12.627678571428572","12.627678571428572","12.627678571428572"
"58170","12.476785714285715","12.476785714285715","12.476785714285715"
"58240","12.555357142857142","12.555357142857142","12.555357142857142"
"58310","12.571428571428571","12.571428571428571","12.571428571428571"
"58380","12.575","12.575","12.575"
"58450","12.511607142857143","12.511607142857143","12.511607142857143"
"58520","12.485714285714286","12.485714285714286","12.485714285714286"
"58590","12.379464285714286","12.379464285714286","12.379464285714286"
"58660","12.582142857142857","12.582142857142857","12.582142857142857"
"58730","12.576785714285714","12.576785714285714","12.576785714285714"
"58800","12.541071428571428","12.541071428571428","12.541071428571428"
"58870","12.541964285714286","12.541964285714286","12.541964285714286"
"58940","12.492857142857142","12.492857142857142","12.492857142857142"
"59010","12.528571428571428","12.528571428571428","12.528571428571428"
"59080","12.539285714285715","12.539285714285715","12.539285714285715"
"59150","12.508035714285715","12.508035714285715","12.508035714285715"
"59220","12.61875","12.61875","12.61875"
"59290","12.598214285714286","12.598214285714286","12.598214285714286"
"59360","12.624107142857143","12.624107142857143","12.624107142857143"
"59430","12.573214285714286","12.573214285714286","12.573214285714286"
"59500","12.574107142857143","12.574107142857143","12.574107142857143"
"59570","12.6125","12.6125","12.6125"
"59640","12.455357142857142","12.455357142857142","12.455357142857142"
"59710","12.6375","12.6375","12.6375"
"59780","12.561607142857143","12.561607142857143","12.561607142857143"
"59850","12.566964285714286","12.566964285714286","12.566964285714286"
"59920","12.486607142857142","12.486607142857142","12.486607142857142"
"59990","12.558035714285714","12.558035714285714","12.558035714285714"
"60060","12.620535714285714","12.620535714285714","12.620535714285714"
"60130","12.50625","12.50625","12.50625"
"60200","12.608035714285714","12.608035714285714","12.608035714285714"
"60270","12.539285714285715","12.539285714285715","12.539285714285715"
"60340","12.490178571428572","12.490178571428572","12.490178571428572"
"60410","12.594642857142857","12.594642857142857","12.594642857142857"
"60480","12.576785714285714","12.576785714285714","12.576785714285714"
"60550","12.520535714285714","12.520535714285714","12.520535714285714"
"60620","12.749107142857143","12.749107142857143","12.749107142857143"
"60690","12.615178571428572","12.615178571428572","12.615178571428572"
"60760","12.610714285714286","12.610714285714286","12.610714285714286"
"60830","12.582142857142857","12.582142857142857","12.582142857142857"
"60900","12.519642857142857","12.519642857142857","12.519642857142857"
"60970","12.517857142857142","12.517857142857142","12.517857142857142"
"61040","12.498214285714285","12.498214285714285","12.498214285714285"
"61110","12.580357142857142","12.580357142857142","12.580357142857142"
"61180","12.654464285714285","12.654464285714285","12.654464285714285"
"61250","12.526785714285714","12.526785714285714","12.526785714285714"
"61320","12.490178571428572","12.490178571428572","12.490178571428572"
"61390","12.541071428571428","12.541071428571428","12.541071428571428"
"61460","12.6","12.6","12.6"
"61530","12.6875","12.6875","12.6875"
"61600","12.450892857142858","12.450892857142858","12.450892857142858"
"61670","12.621428571428572","12.621428571428572","12.621428571428572"
"61740","12.542857142857143","12.542857142857143","12.542857142857143"
"61810","12.601785714285715","12.601785714285715","12.601785714285715"
"61880","12.633035714285715","12.633035714285715","12.633035714285715"
"61950","12.541964285714286","12.541964285714286","12.541964285714286"
"62020","12.685714285714285","12.685714285714285","12.685714285714285"
"62090","12.625","12.625","12.625"
"62160","12.48392857142857","12.48392857142857","12.48392857142857"
"62230","12.54642857142857","12.54642857142857","12.54642857142857"
"62300","12.579464285714286","12.579464285714286","12.579464285714286"
"62370","12.708928571428572","12.708928571428572","12.708928571428572"
"62440","12.653571428571428","12.653571428571428","12.653571428571428"
"62510","12.540178571428571","12.540178571428571","12.540178571428571"
"62580","12.65625","12.65625","12.65625"
"62650","12.654464285714285","12.654464285714285","12.654464285714285"
"62720","12.5375","12.5375","12.5375"
"62790","12.674107142857142","12.674107142857142","12.674107142857142"
"62860","12.620535714285714","12.620535714285714","12.620535714285714"
"62930","12.780357142857143","12.780357142857143","12.780357142857143"
"63000","12.60625","12.60625","12.60625"
"63070","12.666964285714286","12.666964285714286","12.666964285714286"
"63140","12.644642857142857","12.644642857142857","12.644642857142857"
"63210","12.6375","12.6375","12.6375"
"63280","12.6875","12.6875","12.6875"
"63350","12.649107142857142","12.649107142857142","12.649107142857142"
"63420","12.636607142857143","12.636607142857143","12.636607142857143"
"63490","12.64107142857143","12.64107142857143","12.64107142857143"
"63560","12.582142857142857","12.582142857142857","12.582142857142857"
"63630","12.570535714285715","12.570535714285715","12.570535714285715"
"63700","12.6125","12.6125","12.6125"
"63770","12.653571428571428","12.653571428571428","12.653571428571428"
"63840","12.851785714285715","12.851785714285715","12.851785714285715"
"63910","12.700892857142858","12.700892857142858","12.700892857142858"
"63980","12.579464285714286","12.579464285714286","12.579464285714286"
"64050","12.508035714285715","12.508035714285715","12.508035714285715"
"64120","12.64375","12.64375","12.64375"
"64190","12.673214285714286","12.673214285714286","12.673214285714286"
"64260","12.807142857142857","12.807142857142857","12.807142857142857"
"64330","12.750892857142857","12.750892857142857","12.750892857142857"
"64400","12.614285714285714","12.614285714285714","12.614285714285714"
"64470","12.591071428571428","12.591071428571428","12.591071428571428"
"64540","12.675","12.675","12.675"
"64610","12.701785714285714","12.701785714285714","12.701785714285714"
"64680","12.785714285714286","12.785714285714286","12.785714285714286"
"64750","12.624107142857143","12.624107142857143","12.624107142857143"
"64820","12.6125","12.6125","12.6125"
"64890","12.642857142857142","12.642857142857142","12.642857142857142"
"64960","12.659821428571428","12.659821428571428","12.659821428571428"
"65030","12.664285714285715","12.664285714285715","12.664285714285715"
"65100","12.574107142857143","12.574107142857143","12.574107142857143"
"65170","12.573214285714286","12.573214285714286","12.573214285714286"
"65240","12.653571428571428","12.653571428571428","12.653571428571428"
"65310","12.669642857142858","12.669642857142858","12.669642857142858"
"65380","12.735714285714286","12.735714285714286","12.735714285714286"
"65450","12.6375","12.6375","12.6375"
"65520","12.70357142857143","12.70357142857143","12.70357142857143"
"65590","12.705357142857142","12.705357142857142","12.705357142857142"
"65660","12.550892857142857","12.550892857142857","12.550892857142857"
"65730","12.758928571428571","12.758928571428571","12.758928571428571"
"65800","12.623214285714285","12.623214285714285","12.623214285714285"
"65870","12.599107142857143","12.599107142857143","12.599107142857143"
"65940","12.690178571428572","12.690178571428572","12.690178571428572"
"66010","12.880357142857143","12.880357142857143","12.880357142857143"
"66080","12.753571428571428","12.753571428571428","12.753571428571428"
"66150","12.691964285714286","12.691964285714286","12.691964285714286"
"66220","12.67142857142857","12.67142857142857","12.67142857142857"
"66290","12.744642857142857","12.744642857142857","12.744642857142857"
"66360","12.55625","12.55625","12.55625"
"66430","12.601785714285715","12.601785714285715","12.601785714285715"
"66500","12.583928571428572","12.583928571428572","12.583928571428572"
"66570","12.695535714285715","12.695535714285715","12.695535714285715"
"66640","12.6375","12.6375","12.6375"
"66710","12.663392857142858","12.663392857142858","12.663392857142858"
"66780","12.690178571428572","12.690178571428572","12.690178571428572"
"66850","12.754464285714286","12.754464285714286","12.754464285714286"
"66920","12.701785714285714","12.701785714285714","12.701785714285714"
"66990","12.791964285714286","12.791964285714286","12.791964285714286"
"67060","12.882142857142858","12.882142857142858","12.882142857142858"
"67130","12.608035714285714","12.608035714285714","12.608035714285714"
"67200","12.594642857142857","12.594642857142857","12.594642857142857"
"67270","12.723214285714286","12.723214285714286","12.723214285714286"
"67340","12.792857142857143","12.792857142857143","12.792857142857143"
"67410","12.710714285714285","12.710714285714285","12.710714285714285"
"67480","12.74375","12.74375","12.74375"
"67550","12.842857142857143","12.842857142857143","12.842857142857143"
"67620","12.682142857142857","12.682142857142857","12.682142857142857"
