"Step","wc_bug5_seq_di64_t24_dm192_nh12_nl10_dr0.2_optMuon_eiZ_bs100_wd0.0_lr0.0015_lrm0.0015_r1 - test_loss","wc_bug5_seq_di64_t24_dm192_nh12_nl10_dr0.2_optMuon_eiZ_bs100_wd0.0_lr0.0015_lrm0.0015_r1 - test_loss__MIN","wc_bug5_seq_di64_t24_dm192_nh12_nl10_dr0.2_optMuon_eiZ_bs100_wd0.0_lr0.0015_lrm0.0015_r1 - test_loss__MAX"
"40880","0.57421875","0.57421875","0.57421875"
"40950","0.65234375","0.65234375","0.65234375"
"41020","0.58203125","0.58203125","0.58203125"
"41090","0.66015625","0.66015625","0.66015625"
"41160","0.74609375","0.74609375","0.74609375"
"41230","0.52734375","0.52734375","0.52734375"
"41300","0.6875","0.6875","0.6875"
"41370","0.57421875","0.57421875","0.57421875"
"41440","0.53125","0.53125","0.53125"
"41510","0.83203125","0.83203125","0.83203125"
"41580","0.69921875","0.69921875","0.69921875"
"41650","0.51171875","0.51171875","0.51171875"
"41720","0.6875","0.6875","0.6875"
"41790","0.69140625","0.69140625","0.69140625"
"41860","0.6015625","0.6015625","0.6015625"
"41930","0.890625","0.890625","0.890625"
"42000","0.796875","0.796875","0.796875"
"42070","0.55859375","0.55859375","0.55859375"
"42140","0.80078125","0.80078125","0.80078125"
"42210","0.83984375","0.83984375","0.83984375"
"42280","0.671875","0.671875","0.671875"
"42350","0.58203125","0.58203125","0.58203125"
"42420","0.6875","0.6875","0.6875"
"42490","0.734375","0.734375","0.734375"
"42560","0.75390625","0.75390625","0.75390625"
"42630","0.67578125","0.67578125","0.67578125"
"42700","0.640625","0.640625","0.640625"
"42770","0.6875","0.6875","0.6875"
"42840","0.439453125","0.439453125","0.439453125"
"42910","0.61328125","0.61328125","0.61328125"
"42980","0.63671875","0.63671875","0.63671875"
"43050","0.61328125","0.61328125","0.61328125"
"43120","0.5625","0.5625","0.5625"
"43190","0.76171875","0.76171875","0.76171875"
"43260","0.734375","0.734375","0.734375"
"43330","0.80859375","0.80859375","0.80859375"
"43400","0.70703125","0.70703125","0.70703125"
"43470","0.68359375","0.68359375","0.68359375"
"43540","0.546875","0.546875","0.546875"
"43610","0.59765625","0.59765625","0.59765625"
"43680","0.625","0.625","0.625"
"43750","0.63671875","0.63671875","0.63671875"
"43820","0.60546875","0.60546875","0.60546875"
"43890","0.5390625","0.5390625","0.5390625"
"43960","0.85546875","0.85546875","0.85546875"
"44030","0.66796875","0.66796875","0.66796875"
"44100","0.84765625","0.84765625","0.84765625"
"44170","0.85546875","0.85546875","0.85546875"
"44240","0.62109375","0.62109375","0.62109375"
"44310","0.484375","0.484375","0.484375"
"44380","0.6484375","0.6484375","0.6484375"
"44450","0.89453125","0.89453125","0.89453125"
"44520","0.486328125","0.486328125","0.486328125"
"44590","0.63671875","0.63671875","0.63671875"
"44660","0.890625","0.890625","0.890625"
"44730","0.70703125","0.70703125","0.70703125"
"44800","0.59765625","0.59765625","0.59765625"
"44870","0.64453125","0.64453125","0.64453125"
"44940","0.62890625","0.62890625","0.62890625"
"45010","0.71875","0.71875","0.71875"
"45080","0.90625","0.90625","0.90625"
"45150","0.58984375","0.58984375","0.58984375"
"45220","0.703125","0.703125","0.703125"
"45290","0.70703125","0.70703125","0.70703125"
"45360","0.8125","0.8125","0.8125"
"45430","0.50390625","0.50390625","0.50390625"
"45500","0.84375","0.84375","0.84375"
"45570","0.62109375","0.62109375","0.62109375"
"45640","0.69921875","0.69921875","0.69921875"
"45710","0.75","0.75","0.75"
"45780","0.6328125","0.6328125","0.6328125"
"45850","0.69921875","0.69921875","0.69921875"
"45920","0.73828125","0.73828125","0.73828125"
"45990","0.90234375","0.90234375","0.90234375"
"46060","0.458984375","0.458984375","0.458984375"
"46130","0.73828125","0.73828125","0.73828125"
"46200","0.6875","0.6875","0.6875"
"46270","0.50390625","0.50390625","0.50390625"
"46340","0.74609375","0.74609375","0.74609375"
"46410","0.75390625","0.75390625","0.75390625"
"46480","0.62890625","0.62890625","0.62890625"
"46550","0.78515625","0.78515625","0.78515625"
"46620","0.72265625","0.72265625","0.72265625"
"46690","0.64453125","0.64453125","0.64453125"
"46760","0.67578125","0.67578125","0.67578125"
"46830","0.71484375","0.71484375","0.71484375"
"46900","0.61328125","0.61328125","0.61328125"
"46970","0.75","0.75","0.75"
"47040","0.75390625","0.75390625","0.75390625"
"47110","0.89453125","0.89453125","0.89453125"
"47180","0.6484375","0.6484375","0.6484375"
"47250","0.443359375","0.443359375","0.443359375"
"47320","0.73828125","0.73828125","0.73828125"
"47390","0.51953125","0.51953125","0.51953125"
"47460","0.75390625","0.75390625","0.75390625"
"47530","0.76171875","0.76171875","0.76171875"
"47600","0.78125","0.78125","0.78125"
"47670","0.4375","0.4375","0.4375"
"47740","0.83203125","0.83203125","0.83203125"
"47810","0.64453125","0.64453125","0.64453125"
"47880","0.796875","0.796875","0.796875"
"47950","0.6328125","0.6328125","0.6328125"
"48020","0.6328125","0.6328125","0.6328125"
"48090","0.61328125","0.61328125","0.61328125"
"48160","0.671875","0.671875","0.671875"
"48230","0.72265625","0.72265625","0.72265625"
"48300","0.6875","0.6875","0.6875"
"48370","0.75","0.75","0.75"
"48440","0.63671875","0.63671875","0.63671875"
"48510","0.68359375","0.68359375","0.68359375"
"48580","0.609375","0.609375","0.609375"
"48650","0.53125","0.53125","0.53125"
"48720","0.79296875","0.79296875","0.79296875"
"48790","0.66796875","0.66796875","0.66796875"
"48860","0.76953125","0.76953125","0.76953125"
"48930","0.75390625","0.75390625","0.75390625"
"49000","0.546875","0.546875","0.546875"
"49070","0.77734375","0.77734375","0.77734375"
"49140","0.72265625","0.72265625","0.72265625"
"49210","0.81640625","0.81640625","0.81640625"
"49280","0.80078125","0.80078125","0.80078125"
"49350","0.83984375","0.83984375","0.83984375"
"49420","0.6640625","0.6640625","0.6640625"
"49490","0.65234375","0.65234375","0.65234375"
"49560","0.52734375","0.52734375","0.52734375"
"49630","0.57421875","0.57421875","0.57421875"
"49700","0.71875","0.71875","0.71875"
"49770","0.79296875","0.79296875","0.79296875"
"49840","0.494140625","0.494140625","0.494140625"
"49910","0.75390625","0.75390625","0.75390625"
"49980","0.765625","0.765625","0.765625"
"50050","0.56640625","0.56640625","0.56640625"
"50120","0.67578125","0.67578125","0.67578125"
"50190","0.6171875","0.6171875","0.6171875"
"50260","0.74609375","0.74609375","0.74609375"
"50330","0.455078125","0.455078125","0.455078125"
"50400","0.5","0.5","0.5"
"50470","0.73046875","0.73046875","0.73046875"
"50540","0.69921875","0.69921875","0.69921875"
"50610","0.8125","0.8125","0.8125"
"50680","0.50390625","0.50390625","0.50390625"
"50750","0.6015625","0.6015625","0.6015625"
"50820","0.56640625","0.56640625","0.56640625"
"50890","0.6875","0.6875","0.6875"
"50960","0.55078125","0.55078125","0.55078125"
"51030","0.80859375","0.80859375","0.80859375"
"51100","0.56640625","0.56640625","0.56640625"
"51170","0.5625","0.5625","0.5625"
"51240","0.95703125","0.95703125","0.95703125"
"51310","0.80859375","0.80859375","0.80859375"
"51380","0.796875","0.796875","0.796875"
"51450","0.734375","0.734375","0.734375"
"51520","0.57421875","0.57421875","0.57421875"
"51590","0.67578125","0.67578125","0.67578125"
"51660","0.59375","0.59375","0.59375"
"51730","0.69921875","0.69921875","0.69921875"
"51800","0.5859375","0.5859375","0.5859375"
"51870","0.66796875","0.66796875","0.66796875"
"51940","0.79296875","0.79296875","0.79296875"
"52010","0.6328125","0.6328125","0.6328125"
"52080","0.61328125","0.61328125","0.61328125"
"52150","0.85546875","0.85546875","0.85546875"
"52220","0.55078125","0.55078125","0.55078125"
"52290","0.72265625","0.72265625","0.72265625"
"52360","0.83203125","0.83203125","0.83203125"
"52430","0.59765625","0.59765625","0.59765625"
"52500","0.81640625","0.81640625","0.81640625"
"52570","0.8125","0.8125","0.8125"
"52640","0.55859375","0.55859375","0.55859375"
"52710","0.66796875","0.66796875","0.66796875"
"52780","0.68359375","0.68359375","0.68359375"
"52850","0.73046875","0.73046875","0.73046875"
"52920","0.74609375","0.74609375","0.74609375"
"52990","0.6171875","0.6171875","0.6171875"
"53060","0.5859375","0.5859375","0.5859375"
"53130","0.765625","0.765625","0.765625"
"53200","0.6328125","0.6328125","0.6328125"
"53270","0.5703125","0.5703125","0.5703125"
"53340","0.76953125","0.76953125","0.76953125"
"53410","0.77734375","0.77734375","0.77734375"
"53480","0.81640625","0.81640625","0.81640625"
"53550","0.74609375","0.74609375","0.74609375"
"53620","0.53515625","0.53515625","0.53515625"
"53690","0.72265625","0.72265625","0.72265625"
"53760","0.953125","0.953125","0.953125"
"53830","0.66796875","0.66796875","0.66796875"
"53900","0.69140625","0.69140625","0.69140625"
"53970","0.609375","0.609375","0.609375"
"54040","0.79296875","0.79296875","0.79296875"
"54110","0.66796875","0.66796875","0.66796875"
"54180","0.451171875","0.451171875","0.451171875"
"54250","0.81640625","0.81640625","0.81640625"
"54320","0.734375","0.734375","0.734375"
"54390","0.58984375","0.58984375","0.58984375"
"54460","0.79296875","0.79296875","0.79296875"
"54530","0.66015625","0.66015625","0.66015625"
"54600","0.62109375","0.62109375","0.62109375"
"54670","0.55078125","0.55078125","0.55078125"
"54740","0.765625","0.765625","0.765625"
"54810","0.8125","0.8125","0.8125"
"54880","0.62109375","0.62109375","0.62109375"
"54950","0.671875","0.671875","0.671875"
"55020","0.82421875","0.82421875","0.82421875"
"55090","0.5","0.5","0.5"
"55160","0.734375","0.734375","0.734375"
"55230","0.72265625","0.72265625","0.72265625"
"55300","0.75390625","0.75390625","0.75390625"
"55370","0.765625","0.765625","0.765625"
"55440","0.83984375","0.83984375","0.83984375"
"55510","0.50390625","0.50390625","0.50390625"
"55580","0.80078125","0.80078125","0.80078125"
"55650","0.60546875","0.60546875","0.60546875"
"55720","0.65625","0.65625","0.65625"
"55790","0.72265625","0.72265625","0.72265625"
"55860","0.62890625","0.62890625","0.62890625"
"55930","0.734375","0.734375","0.734375"
"56000","0.64453125","0.64453125","0.64453125"
"56070","0.61328125","0.61328125","0.61328125"
"56140","0.72265625","0.72265625","0.72265625"
"56210","0.6328125","0.6328125","0.6328125"
"56280","0.67578125","0.67578125","0.67578125"
"56350","0.796875","0.796875","0.796875"
"56420","0.70703125","0.70703125","0.70703125"
"56490","0.75","0.75","0.75"
"56560","0.58203125","0.58203125","0.58203125"
"56630","0.73046875","0.73046875","0.73046875"
"56700","0.765625","0.765625","0.765625"
"56770","0.81640625","0.81640625","0.81640625"
"56840","0.78515625","0.78515625","0.78515625"
"56910","0.69921875","0.69921875","0.69921875"
"56980","0.392578125","0.392578125","0.392578125"
"57050","0.5234375","0.5234375","0.5234375"
"57120","0.65234375","0.65234375","0.65234375"
"57190","0.458984375","0.458984375","0.458984375"
"57260","0.60546875","0.60546875","0.60546875"
"57330","0.71875","0.71875","0.71875"
"57400","0.6875","0.6875","0.6875"
"57470","0.80078125","0.80078125","0.80078125"
"57540","0.57421875","0.57421875","0.57421875"
"57610","0.72265625","0.72265625","0.72265625"
"57680","0.64453125","0.64453125","0.64453125"
"57750","0.671875","0.671875","0.671875"
"57820","0.86328125","0.86328125","0.86328125"
"57890","0.734375","0.734375","0.734375"
"57960","0.66015625","0.66015625","0.66015625"
"58030","0.400390625","0.400390625","0.400390625"
"58100","0.69921875","0.69921875","0.69921875"
"58170","0.75390625","0.75390625","0.75390625"
"58240","0.703125","0.703125","0.703125"
"58310","0.6875","0.6875","0.6875"
"58380","0.52734375","0.52734375","0.52734375"
"58450","0.57421875","0.57421875","0.57421875"
"58520","0.71484375","0.71484375","0.71484375"
"58590","0.62890625","0.62890625","0.62890625"
"58660","0.64453125","0.64453125","0.64453125"
"58730","0.58984375","0.58984375","0.58984375"
"58800","0.546875","0.546875","0.546875"
"58870","0.68359375","0.68359375","0.68359375"
"58940","0.68359375","0.68359375","0.68359375"
"59010","0.66015625","0.66015625","0.66015625"
"59080","0.71875","0.71875","0.71875"
"59150","0.57421875","0.57421875","0.57421875"
"59220","0.69140625","0.69140625","0.69140625"
"59290","0.6484375","0.6484375","0.6484375"
"59360","0.546875","0.546875","0.546875"
"59430","0.69921875","0.69921875","0.69921875"
"59500","0.53125","0.53125","0.53125"
"59570","0.671875","0.671875","0.671875"
"59640","0.84375","0.84375","0.84375"
"59710","0.84375","0.84375","0.84375"
"59780","0.53515625","0.53515625","0.53515625"
"59850","0.6875","0.6875","0.6875"
"59920","0.6640625","0.6640625","0.6640625"
"59990","0.85546875","0.85546875","0.85546875"
"60060","0.671875","0.671875","0.671875"
"60130","0.6875","0.6875","0.6875"
"60200","0.76171875","0.76171875","0.76171875"
"60270","0.73046875","0.73046875","0.73046875"
"60340","0.53125","0.53125","0.53125"
"60410","0.5078125","0.5078125","0.5078125"
"60480","0.67578125","0.67578125","0.67578125"
"60550","0.76953125","0.76953125","0.76953125"
"60620","0.8125","0.8125","0.8125"
"60690","0.65625","0.65625","0.65625"
"60760","0.70703125","0.70703125","0.70703125"
"60830","0.5078125","0.5078125","0.5078125"
"60900","0.625","0.625","0.625"
"60970","0.61328125","0.61328125","0.61328125"
"61040","0.388671875","0.388671875","0.388671875"
"61110","0.80078125","0.80078125","0.80078125"
"61180","0.65625","0.65625","0.65625"
"61250","0.54296875","0.54296875","0.54296875"
"61320","0.79296875","0.79296875","0.79296875"
"61390","0.56640625","0.56640625","0.56640625"
"61460","0.828125","0.828125","0.828125"
"61530","0.62890625","0.62890625","0.62890625"
"61600","0.65234375","0.65234375","0.65234375"
"61670","0.69921875","0.69921875","0.69921875"
"61740","0.56640625","0.56640625","0.56640625"
"61810","0.70703125","0.70703125","0.70703125"
"61880","0.609375","0.609375","0.609375"
"61950","0.6875","0.6875","0.6875"
"62020","0.51171875","0.51171875","0.51171875"
"62090","0.58984375","0.58984375","0.58984375"
"62160","0.75","0.75","0.75"
"62230","0.77734375","0.77734375","0.77734375"
"62300","0.69921875","0.69921875","0.69921875"
"62370","0.59375","0.59375","0.59375"
"62440","0.69921875","0.69921875","0.69921875"
"62510","0.80078125","0.80078125","0.80078125"
"62580","0.546875","0.546875","0.546875"
"62650","0.54296875","0.54296875","0.54296875"
"62720","0.4375","0.4375","0.4375"
"62790","0.78515625","0.78515625","0.78515625"
"62860","0.88671875","0.88671875","0.88671875"
"62930","0.88671875","0.88671875","0.88671875"
"63000","0.62109375","0.62109375","0.62109375"
"63070","0.703125","0.703125","0.703125"
"63140","0.796875","0.796875","0.796875"
"63210","0.8125","0.8125","0.8125"
"63280","0.73046875","0.73046875","0.73046875"
"63350","0.61328125","0.61328125","0.61328125"
"63420","0.87109375","0.87109375","0.87109375"
"63490","0.9375","0.9375","0.9375"
"63560","0.671875","0.671875","0.671875"
"63630","0.69921875","0.69921875","0.69921875"
"63700","0.66796875","0.66796875","0.66796875"
"63770","0.62890625","0.62890625","0.62890625"
"63840","0.458984375","0.458984375","0.458984375"
"63910","0.81640625","0.81640625","0.81640625"
"63980","0.859375","0.859375","0.859375"
"64050","0.353515625","0.353515625","0.353515625"
"64120","0.54296875","0.54296875","0.54296875"
"64190","0.734375","0.734375","0.734375"
"64260","0.90625","0.90625","0.90625"
"64330","0.86328125","0.86328125","0.86328125"
"64400","0.65234375","0.65234375","0.65234375"
"64470","0.625","0.625","0.625"
"64540","0.75390625","0.75390625","0.75390625"
"64610","0.78125","0.78125","0.78125"
"64680","0.703125","0.703125","0.703125"
"64750","0.59765625","0.59765625","0.59765625"
"64820","0.64453125","0.64453125","0.64453125"
"64890","0.5859375","0.5859375","0.5859375"
"64960","0.59765625","0.59765625","0.59765625"
"65030","0.62109375","0.62109375","0.62109375"
"65100","0.87109375","0.87109375","0.87109375"
"65170","0.78125","0.78125","0.78125"
"65240","0.859375","0.859375","0.859375"
"65310","0.482421875","0.482421875","0.482421875"
"65380","0.66796875","0.66796875","0.66796875"
"65450","0.70703125","0.70703125","0.70703125"
"65520","0.62890625","0.62890625","0.62890625"
"65590","0.85546875","0.85546875","0.85546875"
"65660","0.73046875","0.73046875","0.73046875"
"65730","0.50390625","0.50390625","0.50390625"
"65800","0.71484375","0.71484375","0.71484375"
"65870","0.69140625","0.69140625","0.69140625"
"65940","0.77734375","0.77734375","0.77734375"
"66010","0.67578125","0.67578125","0.67578125"
"66080","0.68359375","0.68359375","0.68359375"
"66150","0.68359375","0.68359375","0.68359375"
"66220","0.65234375","0.65234375","0.65234375"
"66290","0.52734375","0.52734375","0.52734375"
"66360","0.56640625","0.56640625","0.56640625"
"66430","0.490234375","0.490234375","0.490234375"
"66500","0.71484375","0.71484375","0.71484375"
"66570","0.76953125","0.76953125","0.76953125"
"66640","0.65234375","0.65234375","0.65234375"
"66710","0.69921875","0.69921875","0.69921875"
"66780","0.55859375","0.55859375","0.55859375"
"66850","0.58203125","0.58203125","0.58203125"
"66920","0.63671875","0.63671875","0.63671875"
"66990","0.67578125","0.67578125","0.67578125"
"67060","0.63671875","0.63671875","0.63671875"
"67130","0.4921875","0.4921875","0.4921875"
"67200","0.875","0.875","0.875"
"67270","0.68359375","0.68359375","0.68359375"
"67340","0.796875","0.796875","0.796875"
"67410","0.70703125","0.70703125","0.70703125"
"67480","0.65234375","0.65234375","0.65234375"
"67550","0.6875","0.6875","0.6875"
"67620","0.84375","0.84375","0.84375"
"67690","0.66796875","0.66796875","0.66796875"
"67760","0.52734375","0.52734375","0.52734375"
"67830","0.66015625","0.66015625","0.66015625"
"67900","0.6171875","0.6171875","0.6171875"
"67970","0.70703125","0.70703125","0.70703125"
"68040","0.83203125","0.83203125","0.83203125"
"68110","0.80859375","0.80859375","0.80859375"
"68180","0.71484375","0.71484375","0.71484375"
"68250","0.62890625","0.62890625","0.62890625"
"68320","0.6015625","0.6015625","0.6015625"
"68390","0.59765625","0.59765625","0.59765625"
"68460","0.5546875","0.5546875","0.5546875"
"68530","0.85546875","0.85546875","0.85546875"
"68600","0.62109375","0.62109375","0.62109375"
"68670","0.61328125","0.61328125","0.61328125"
"68740","0.63671875","0.63671875","0.63671875"
"68810","0.61328125","0.61328125","0.61328125"
"68880","0.59765625","0.59765625","0.59765625"
"68950","0.9375","0.9375","0.9375"
"69020","0.734375","0.734375","0.734375"
"69090","0.75390625","0.75390625","0.75390625"
"69160","0.515625","0.515625","0.515625"
"69230","0.6171875","0.6171875","0.6171875"
"69300","0.87890625","0.87890625","0.87890625"
"69370","0.76171875","0.76171875","0.76171875"
"69440","0.79296875","0.79296875","0.79296875"
"69510","0.625","0.625","0.625"
"69580","0.478515625","0.478515625","0.478515625"
"69650","0.75390625","0.75390625","0.75390625"
"69720","0.609375","0.609375","0.609375"
"69790","0.80859375","0.80859375","0.80859375"
"69860","0.58984375","0.58984375","0.58984375"
"69930","0.58203125","0.58203125","0.58203125"
"70000","0.57421875","0.57421875","0.57421875"
