"Step","wc_bug5_seq_di64_t24_dm192_nh12_nl10_dr0.2_optMuon_eiZ_bs100_wd0.0_lr0.0015_lrm0.0015_r1 - eval/3_speech_time_acc","wc_bug5_seq_di64_t24_dm192_nh12_nl10_dr0.2_optMuon_eiZ_bs100_wd0.0_lr0.0015_lrm0.0015_r1 - eval/3_speech_time_acc__MIN","wc_bug5_seq_di64_t24_dm192_nh12_nl10_dr0.2_optMuon_eiZ_bs100_wd0.0_lr0.0015_lrm0.0015_r1 - eval/3_speech_time_acc__MAX"
"40600","0.865625","0.865625","0.865625"
"40670","0.86875","0.86875","0.86875"
"40740","0.8671875","0.8671875","0.8671875"
"40810","0.871875","0.871875","0.871875"
"40880","0.8703125","0.8703125","0.8703125"
"40950","0.8734375","0.8734375","0.8734375"
"41020","0.8609375","0.8609375","0.8609375"
"41090","0.871875","0.871875","0.871875"
"41160","0.86875","0.86875","0.86875"
"41230","0.871875","0.871875","0.871875"
"41300","0.8703125","0.8703125","0.8703125"
"41370","0.878125","0.878125","0.878125"
"41440","0.8796875","0.8796875","0.8796875"
"41510","0.8765625","0.8765625","0.8765625"
"41580","0.878125","0.878125","0.878125"
"41650","0.875","0.875","0.875"
"41720","0.878125","0.878125","0.878125"
"41790","0.884375","0.884375","0.884375"
"41860","0.875","0.875","0.875"
"41930","0.88125","0.88125","0.88125"
"42000","0.8796875","0.8796875","0.8796875"
"42070","0.8734375","0.8734375","0.8734375"
"42140","0.884375","0.884375","0.884375"
"42210","0.8828125","0.8828125","0.8828125"
"42280","0.8765625","0.8765625","0.8765625"
"42350","0.871875","0.871875","0.871875"
"42420","0.8828125","0.8828125","0.8828125"
"42490","0.8828125","0.8828125","0.8828125"
"42560","0.875","0.875","0.875"
"42630","0.8828125","0.8828125","0.8828125"
"42700","0.8828125","0.8828125","0.8828125"
"42770","0.875","0.875","0.875"
"42840","0.88125","0.88125","0.88125"
"42910","0.8796875","0.8796875","0.8796875"
"42980","0.8875","0.8875","0.8875"
"43050","0.884375","0.884375","0.884375"
"43120","0.875","0.875","0.875"
"43190","0.875","0.875","0.875"
"43260","0.875","0.875","0.875"
"43330","0.8703125","0.8703125","0.8703125"
"43400","0.865625","0.865625","0.865625"
"43470","0.8796875","0.8796875","0.8796875"
"43540","0.88125","0.88125","0.88125"
"43610","0.8734375","0.8734375","0.8734375"
"43680","0.86875","0.86875","0.86875"
"43750","0.8609375","0.8609375","0.8609375"
"43820","0.8734375","0.8734375","0.8734375"
"43890","0.865625","0.865625","0.865625"
"43960","0.88125","0.88125","0.88125"
"44030","0.871875","0.871875","0.871875"
"44100","0.8703125","0.8703125","0.8703125"
"44170","0.8765625","0.8765625","0.8765625"
"44240","0.878125","0.878125","0.878125"
"44310","0.8640625","0.8640625","0.8640625"
"44380","0.8671875","0.8671875","0.8671875"
"44450","0.878125","0.878125","0.878125"
"44520","0.8703125","0.8703125","0.8703125"
"44590","0.8640625","0.8640625","0.8640625"
"44660","0.8734375","0.8734375","0.8734375"
"44730","0.88125","0.88125","0.88125"
"44800","0.86875","0.86875","0.86875"
"44870","0.86875","0.86875","0.86875"
"44940","0.8734375","0.8734375","0.8734375"
"45010","0.8765625","0.8765625","0.8765625"
"45080","0.8703125","0.8703125","0.8703125"
"45150","0.8640625","0.8640625","0.8640625"
"45220","0.878125","0.878125","0.878125"
"45290","0.8765625","0.8765625","0.8765625"
"45360","0.875","0.875","0.875"
"45430","0.86875","0.86875","0.86875"
"45500","0.8671875","0.8671875","0.8671875"
"45570","0.8640625","0.8640625","0.8640625"
"45640","0.8703125","0.8703125","0.8703125"
"45710","0.86875","0.86875","0.86875"
"45780","0.865625","0.865625","0.865625"
"45850","0.8765625","0.8765625","0.8765625"
"45920","0.86875","0.86875","0.86875"
"45990","0.8625","0.8625","0.8625"
"46060","0.8609375","0.8609375","0.8609375"
"46130","0.8625","0.8625","0.8625"
"46200","0.86875","0.86875","0.86875"
"46270","0.8671875","0.8671875","0.8671875"
"46340","0.8703125","0.8703125","0.8703125"
"46410","0.8671875","0.8671875","0.8671875"
"46480","0.88125","0.88125","0.88125"
"46550","0.8734375","0.8734375","0.8734375"
"46620","0.8765625","0.8765625","0.8765625"
"46690","0.8796875","0.8796875","0.8796875"
"46760","0.8765625","0.8765625","0.8765625"
"46830","0.878125","0.878125","0.878125"
"46900","0.88125","0.88125","0.88125"
"46970","0.878125","0.878125","0.878125"
"47040","0.8703125","0.8703125","0.8703125"
"47110","0.878125","0.878125","0.878125"
"47180","0.878125","0.878125","0.878125"
"47250","0.88125","0.88125","0.88125"
"47320","0.884375","0.884375","0.884375"
"47390","0.8890625","0.8890625","0.8890625"
"47460","0.884375","0.884375","0.884375"
"47530","0.8765625","0.8765625","0.8765625"
"47600","0.8796875","0.8796875","0.8796875"
"47670","0.884375","0.884375","0.884375"
"47740","0.8953125","0.8953125","0.8953125"
"47810","0.878125","0.878125","0.878125"
"47880","0.8734375","0.8734375","0.8734375"
"47950","0.884375","0.884375","0.884375"
"48020","0.88125","0.88125","0.88125"
"48090","0.878125","0.878125","0.878125"
"48160","0.875","0.875","0.875"
"48230","0.88125","0.88125","0.88125"
"48300","0.8828125","0.8828125","0.8828125"
"48370","0.8859375","0.8859375","0.8859375"
"48440","0.875","0.875","0.875"
"48510","0.8796875","0.8796875","0.8796875"
"48580","0.88125","0.88125","0.88125"
"48650","0.8875","0.8875","0.8875"
"48720","0.8875","0.8875","0.8875"
"48790","0.88125","0.88125","0.88125"
"48860","0.8828125","0.8828125","0.8828125"
"48930","0.8765625","0.8765625","0.8765625"
"49000","0.878125","0.878125","0.878125"
"49070","0.8796875","0.8796875","0.8796875"
"49140","0.8703125","0.8703125","0.8703125"
"49210","0.8765625","0.8765625","0.8765625"
"49280","0.8796875","0.8796875","0.8796875"
"49350","0.8796875","0.8796875","0.8796875"
"49420","0.878125","0.878125","0.878125"
"49490","0.8765625","0.8765625","0.8765625"
"49560","0.871875","0.871875","0.871875"
"49630","0.86875","0.86875","0.86875"
"49700","0.875","0.875","0.875"
"49770","0.875","0.875","0.875"
"49840","0.875","0.875","0.875"
"49910","0.8796875","0.8796875","0.8796875"
"49980","0.875","0.875","0.875"
"50050","0.86875","0.86875","0.86875"
"50120","0.8765625","0.8765625","0.8765625"
"50190","0.875","0.875","0.875"
"50260","0.8625","0.8625","0.8625"
"50330","0.8671875","0.8671875","0.8671875"
"50400","0.8671875","0.8671875","0.8671875"
"50470","0.8640625","0.8640625","0.8640625"
"50540","0.871875","0.871875","0.871875"
"50610","0.8765625","0.8765625","0.8765625"
"50680","0.878125","0.878125","0.878125"
"50750","0.878125","0.878125","0.878125"
"50820","0.86875","0.86875","0.86875"
"50890","0.88125","0.88125","0.88125"
"50960","0.875","0.875","0.875"
"51030","0.8796875","0.8796875","0.8796875"
"51100","0.878125","0.878125","0.878125"
"51170","0.8671875","0.8671875","0.8671875"
"51240","0.8828125","0.8828125","0.8828125"
"51310","0.8859375","0.8859375","0.8859375"
"51380","0.878125","0.878125","0.878125"
"51450","0.8828125","0.8828125","0.8828125"
"51520","0.8828125","0.8828125","0.8828125"
"51590","0.8734375","0.8734375","0.8734375"
"51660","0.88125","0.88125","0.88125"
"51730","0.8765625","0.8765625","0.8765625"
"51800","0.875","0.875","0.875"
"51870","0.88125","0.88125","0.88125"
"51940","0.878125","0.878125","0.878125"
"52010","0.8890625","0.8890625","0.8890625"
"52080","0.8890625","0.8890625","0.8890625"
"52150","0.8828125","0.8828125","0.8828125"
"52220","0.8828125","0.8828125","0.8828125"
"52290","0.8796875","0.8796875","0.8796875"
"52360","0.8875","0.8875","0.8875"
"52430","0.8859375","0.8859375","0.8859375"
"52500","0.88125","0.88125","0.88125"
"52570","0.875","0.875","0.875"
"52640","0.86875","0.86875","0.86875"
"52710","0.8796875","0.8796875","0.8796875"
"52780","0.88125","0.88125","0.88125"
"52850","0.884375","0.884375","0.884375"
"52920","0.884375","0.884375","0.884375"
"52990","0.8875","0.8875","0.8875"
"53060","0.884375","0.884375","0.884375"
"53130","0.88125","0.88125","0.88125"
"53200","0.8875","0.8875","0.8875"
"53270","0.8765625","0.8765625","0.8765625"
"53340","0.88125","0.88125","0.88125"
"53410","0.8796875","0.8796875","0.8796875"
"53480","0.8765625","0.8765625","0.8765625"
"53550","0.884375","0.884375","0.884375"
"53620","0.875","0.875","0.875"
"53690","0.8828125","0.8828125","0.8828125"
"53760","0.8875","0.8875","0.8875"
"53830","0.8875","0.8875","0.8875"
"53900","0.8921875","0.8921875","0.8921875"
"53970","0.88125","0.88125","0.88125"
"54040","0.8796875","0.8796875","0.8796875"
"54110","0.88125","0.88125","0.88125"
"54180","0.884375","0.884375","0.884375"
"54250","0.8796875","0.8796875","0.8796875"
"54320","0.8796875","0.8796875","0.8796875"
"54390","0.8765625","0.8765625","0.8765625"
"54460","0.88125","0.88125","0.88125"
"54530","0.88125","0.88125","0.88125"
"54600","0.8828125","0.8828125","0.8828125"
"54670","0.884375","0.884375","0.884375"
"54740","0.88125","0.88125","0.88125"
"54810","0.88125","0.88125","0.88125"
"54880","0.878125","0.878125","0.878125"
"54950","0.8890625","0.8890625","0.8890625"
"55020","0.8796875","0.8796875","0.8796875"
"55090","0.8765625","0.8765625","0.8765625"
"55160","0.8828125","0.8828125","0.8828125"
"55230","0.8703125","0.8703125","0.8703125"
"55300","0.8734375","0.8734375","0.8734375"
"55370","0.86875","0.86875","0.86875"
"55440","0.8703125","0.8703125","0.8703125"
"55510","0.8765625","0.8765625","0.8765625"
"55580","0.875","0.875","0.875"
"55650","0.86875","0.86875","0.86875"
"55720","0.8796875","0.8796875","0.8796875"
"55790","0.875","0.875","0.875"
"55860","0.8734375","0.8734375","0.8734375"
"55930","0.8796875","0.8796875","0.8796875"
"56000","0.878125","0.878125","0.878125"
"56070","0.875","0.875","0.875"
"56140","0.878125","0.878125","0.878125"
"56210","0.8765625","0.8765625","0.8765625"
"56280","0.8796875","0.8796875","0.8796875"
"56350","0.878125","0.878125","0.878125"
"56420","0.8828125","0.8828125","0.8828125"
"56490","0.8796875","0.8796875","0.8796875"
"56560","0.8828125","0.8828125","0.8828125"
"56630","0.878125","0.878125","0.878125"
"56700","0.8796875","0.8796875","0.8796875"
"56770","0.884375","0.884375","0.884375"
"56840","0.878125","0.878125","0.878125"
"56910","0.8765625","0.8765625","0.8765625"
"56980","0.8796875","0.8796875","0.8796875"
"57050","0.88125","0.88125","0.88125"
"57120","0.8859375","0.8859375","0.8859375"
"57190","0.8734375","0.8734375","0.8734375"
"57260","0.8703125","0.8703125","0.8703125"
"57330","0.8703125","0.8703125","0.8703125"
"57400","0.88125","0.88125","0.88125"
"57470","0.878125","0.878125","0.878125"
"57540","0.8765625","0.8765625","0.8765625"
"57610","0.8671875","0.8671875","0.8671875"
"57680","0.878125","0.878125","0.878125"
"57750","0.871875","0.871875","0.871875"
"57820","0.8796875","0.8796875","0.8796875"
"57890","0.8765625","0.8765625","0.8765625"
"57960","0.878125","0.878125","0.878125"
"58030","0.8859375","0.8859375","0.8859375"
"58100","0.8734375","0.8734375","0.8734375"
"58170","0.875","0.875","0.875"
"58240","0.871875","0.871875","0.871875"
"58310","0.875","0.875","0.875"
"58380","0.8703125","0.8703125","0.8703125"
"58450","0.8703125","0.8703125","0.8703125"
"58520","0.86875","0.86875","0.86875"
"58590","0.875","0.875","0.875"
"58660","0.865625","0.865625","0.865625"
"58730","0.865625","0.865625","0.865625"
"58800","0.865625","0.865625","0.865625"
"58870","0.8671875","0.8671875","0.8671875"
"58940","0.875","0.875","0.875"
"59010","0.8671875","0.8671875","0.8671875"
"59080","0.8734375","0.8734375","0.8734375"
"59150","0.865625","0.865625","0.865625"
"59220","0.8703125","0.8703125","0.8703125"
"59290","0.8703125","0.8703125","0.8703125"
"59360","0.8703125","0.8703125","0.8703125"
"59430","0.8734375","0.8734375","0.8734375"
"59500","0.8765625","0.8765625","0.8765625"
"59570","0.8765625","0.8765625","0.8765625"
"59640","0.8796875","0.8796875","0.8796875"
"59710","0.875","0.875","0.875"
"59780","0.8828125","0.8828125","0.8828125"
"59850","0.88125","0.88125","0.88125"
"59920","0.8796875","0.8796875","0.8796875"
"59990","0.875","0.875","0.875"
"60060","0.871875","0.871875","0.871875"
"60130","0.878125","0.878125","0.878125"
"60200","0.878125","0.878125","0.878125"
"60270","0.878125","0.878125","0.878125"
"60340","0.8765625","0.8765625","0.8765625"
"60410","0.878125","0.878125","0.878125"
"60480","0.8828125","0.8828125","0.8828125"
"60550","0.8859375","0.8859375","0.8859375"
"60620","0.8828125","0.8828125","0.8828125"
"60690","0.8859375","0.8859375","0.8859375"
"60760","0.884375","0.884375","0.884375"
"60830","0.8828125","0.8828125","0.8828125"
"60900","0.88125","0.88125","0.88125"
"60970","0.8609375","0.8609375","0.8609375"
"61040","0.878125","0.878125","0.878125"
"61110","0.8703125","0.8703125","0.8703125"
"61180","0.871875","0.871875","0.871875"
"61250","0.878125","0.878125","0.878125"
"61320","0.8796875","0.8796875","0.8796875"
"61390","0.875","0.875","0.875"
"61460","0.884375","0.884375","0.884375"
"61530","0.878125","0.878125","0.878125"
"61600","0.878125","0.878125","0.878125"
"61670","0.878125","0.878125","0.878125"
"61740","0.890625","0.890625","0.890625"
"61810","0.88125","0.88125","0.88125"
"61880","0.875","0.875","0.875"
"61950","0.88125","0.88125","0.88125"
"62020","0.8796875","0.8796875","0.8796875"
"62090","0.8765625","0.8765625","0.8765625"
"62160","0.8796875","0.8796875","0.8796875"
"62230","0.875","0.875","0.875"
"62300","0.86875","0.86875","0.86875"
"62370","0.8703125","0.8703125","0.8703125"
"62440","0.8796875","0.8796875","0.8796875"
"62510","0.8796875","0.8796875","0.8796875"
"62580","0.8703125","0.8703125","0.8703125"
"62650","0.871875","0.871875","0.871875"
"62720","0.8703125","0.8703125","0.8703125"
"62790","0.878125","0.878125","0.878125"
"62860","0.8875","0.8875","0.8875"
"62930","0.878125","0.878125","0.878125"
"63000","0.8765625","0.8765625","0.8765625"
"63070","0.88125","0.88125","0.88125"
"63140","0.8796875","0.8796875","0.8796875"
"63210","0.878125","0.878125","0.878125"
"63280","0.8765625","0.8765625","0.8765625"
"63350","0.8703125","0.8703125","0.8703125"
"63420","0.8796875","0.8796875","0.8796875"
"63490","0.8765625","0.8765625","0.8765625"
"63560","0.8765625","0.8765625","0.8765625"
"63630","0.871875","0.871875","0.871875"
"63700","0.8796875","0.8796875","0.8796875"
"63770","0.865625","0.865625","0.865625"
"63840","0.875","0.875","0.875"
"63910","0.86875","0.86875","0.86875"
"63980","0.865625","0.865625","0.865625"
"64050","0.871875","0.871875","0.871875"
"64120","0.8640625","0.8640625","0.8640625"
"64190","0.8640625","0.8640625","0.8640625"
"64260","0.871875","0.871875","0.871875"
"64330","0.8734375","0.8734375","0.8734375"
"64400","0.865625","0.865625","0.865625"
"64470","0.8671875","0.8671875","0.8671875"
"64540","0.865625","0.865625","0.865625"
"64610","0.86875","0.86875","0.86875"
"64680","0.8625","0.8625","0.8625"
"64750","0.8640625","0.8640625","0.8640625"
"64820","0.86875","0.86875","0.86875"
"64890","0.875","0.875","0.875"
"64960","0.8703125","0.8703125","0.8703125"
"65030","0.8671875","0.8671875","0.8671875"
"65100","0.8734375","0.8734375","0.8734375"
"65170","0.871875","0.871875","0.871875"
"65240","0.871875","0.871875","0.871875"
"65310","0.88125","0.88125","0.88125"
"65380","0.8765625","0.8765625","0.8765625"
"65450","0.8796875","0.8796875","0.8796875"
"65520","0.875","0.875","0.875"
"65590","0.8765625","0.8765625","0.8765625"
"65660","0.8734375","0.8734375","0.8734375"
"65730","0.8765625","0.8765625","0.8765625"
"65800","0.8765625","0.8765625","0.8765625"
"65870","0.8703125","0.8703125","0.8703125"
"65940","0.8703125","0.8703125","0.8703125"
"66010","0.865625","0.865625","0.865625"
"66080","0.878125","0.878125","0.878125"
"66150","0.8734375","0.8734375","0.8734375"
"66220","0.875","0.875","0.875"
"66290","0.8765625","0.8765625","0.8765625"
"66360","0.871875","0.871875","0.871875"
"66430","0.871875","0.871875","0.871875"
"66500","0.86875","0.86875","0.86875"
"66570","0.875","0.875","0.875"
"66640","0.8734375","0.8734375","0.8734375"
"66710","0.865625","0.865625","0.865625"
"66780","0.85625","0.85625","0.85625"
"66850","0.86875","0.86875","0.86875"
"66920","0.8671875","0.8671875","0.8671875"
"66990","0.8765625","0.8765625","0.8765625"
"67060","0.878125","0.878125","0.878125"
"67130","0.8765625","0.8765625","0.8765625"
"67200","0.875","0.875","0.875"
"67270","0.8765625","0.8765625","0.8765625"
"67340","0.871875","0.871875","0.871875"
"67410","0.8625","0.8625","0.8625"
"67480","0.8671875","0.8671875","0.8671875"
"67550","0.8609375","0.8609375","0.8609375"
"67620","0.8671875","0.8671875","0.8671875"
"67690","0.8640625","0.8640625","0.8640625"
"67760","0.8625","0.8625","0.8625"
"67830","0.8703125","0.8703125","0.8703125"
"67900","0.8671875","0.8671875","0.8671875"
"67970","0.8671875","0.8671875","0.8671875"
"68040","0.86875","0.86875","0.86875"
"68110","0.865625","0.865625","0.865625"
"68180","0.8625","0.8625","0.8625"
"68250","0.859375","0.859375","0.859375"
"68320","0.8671875","0.8671875","0.8671875"
"68390","0.871875","0.871875","0.871875"
"68460","0.86875","0.86875","0.86875"
"68530","0.865625","0.865625","0.865625"
"68600","0.8765625","0.8765625","0.8765625"
"68670","0.86875","0.86875","0.86875"
"68740","0.8640625","0.8640625","0.8640625"
"68810","0.8703125","0.8703125","0.8703125"
"68880","0.865625","0.865625","0.865625"
"68950","0.871875","0.871875","0.871875"
"69020","0.8703125","0.8703125","0.8703125"
"69090","0.865625","0.865625","0.865625"
"69160","0.8671875","0.8671875","0.8671875"
"69230","0.8578125","0.8578125","0.8578125"
"69300","0.8671875","0.8671875","0.8671875"
"69370","0.8765625","0.8765625","0.8765625"
"69440","0.86875","0.86875","0.86875"
"69510","0.86875","0.86875","0.86875"
"69580","0.8734375","0.8734375","0.8734375"
"69650","0.86875","0.86875","0.86875"
"69720","0.8734375","0.8734375","0.8734375"
"69790","0.88125","0.88125","0.88125"
"69860","0.8734375","0.8734375","0.8734375"
"69930","0.8796875","0.8796875","0.8796875"
"70000","0.871875","0.871875","0.871875"
