"Step","wc_bug5_seq_di64_t24_dm192_nh12_nl10_dr0.2_optMuon_eiZ_bs100_wd0.0_lr0.0015_lrm0.0015_r1 - eval/3_rms_electrode_acc","wc_bug5_seq_di64_t24_dm192_nh12_nl10_dr0.2_optMuon_eiZ_bs100_wd0.0_lr0.0015_lrm0.0015_r1 - eval/3_rms_electrode_acc__MIN","wc_bug5_seq_di64_t24_dm192_nh12_nl10_dr0.2_optMuon_eiZ_bs100_wd0.0_lr0.0015_lrm0.0015_r1 - eval/3_rms_electrode_acc__MAX"
"2240","0.6647058823529411","0.6647058823529411","0.6647058823529411"
"2310","0.6715686274509803","0.6715686274509803","0.6715686274509803"
"2380","0.6686274509803921","0.6686274509803921","0.6686274509803921"
"2450","0.6823529411764706","0.6823529411764706","0.6823529411764706"
"2520","0.6794117647058824","0.6794117647058824","0.6794117647058824"
"2590","0.6843137254901961","0.6843137254901961","0.6843137254901961"
"2660","0.6813725490196079","0.6813725490196079","0.6813725490196079"
"2730","0.6813725490196079","0.6813725490196079","0.6813725490196079"
"2800","0.6872549019607843","0.6872549019607843","0.6872549019607843"
"2870","0.6931372549019608","0.6931372549019608","0.6931372549019608"
"2940","0.6970588235294117","0.6970588235294117","0.6970588235294117"
"3010","0.6931372549019608","0.6931372549019608","0.6931372549019608"
"3080","0.6892156862745098","0.6892156862745098","0.6892156862745098"
"3150","0.6852941176470588","0.6852941176470588","0.6852941176470588"
"3220","0.6941176470588235","0.6941176470588235","0.6941176470588235"
"3290","0.696078431372549","0.696078431372549","0.696078431372549"
"3360","0.7009803921568627","0.7009803921568627","0.7009803921568627"
"3430","0.692156862745098","0.692156862745098","0.692156862745098"
"3500","0.6931372549019608","0.6931372549019608","0.6931372549019608"
"3570","0.6911764705882353","0.6911764705882353","0.6911764705882353"
"3640","0.7009803921568627","0.7009803921568627","0.7009803921568627"
"3710","0.7058823529411765","0.7058823529411765","0.7058823529411765"
"3780","0.6980392156862745","0.6980392156862745","0.6980392156862745"
"3850","0.6970588235294117","0.6970588235294117","0.6970588235294117"
"3920","0.6950980392156862","0.6950980392156862","0.6950980392156862"
"3990","0.6970588235294117","0.6970588235294117","0.6970588235294117"
"4060","0.711764705882353","0.711764705882353","0.711764705882353"
"4130","0.7156862745098039","0.7156862745098039","0.7156862745098039"
"4200","0.7176470588235294","0.7176470588235294","0.7176470588235294"
"4270","0.7186274509803922","0.7186274509803922","0.7186274509803922"
"4340","0.7176470588235294","0.7176470588235294","0.7176470588235294"
"4410","0.7225490196078431","0.7225490196078431","0.7225490196078431"
"4480","0.7235294117647059","0.7235294117647059","0.7235294117647059"
"4550","0.7245098039215686","0.7245098039215686","0.7245098039215686"
"4620","0.7245098039215686","0.7245098039215686","0.7245098039215686"
"4690","0.7245098039215686","0.7245098039215686","0.7245098039215686"
"4760","0.7313725490196078","0.7313725490196078","0.7313725490196078"
"4830","0.7352941176470589","0.7352941176470589","0.7352941176470589"
"4900","0.7323529411764705","0.7323529411764705","0.7323529411764705"
"4970","0.7294117647058823","0.7294117647058823","0.7294117647058823"
"5040","0.734313725490196","0.734313725490196","0.734313725490196"
"5110","0.7352941176470589","0.7352941176470589","0.7352941176470589"
"5180","0.734313725490196","0.734313725490196","0.734313725490196"
"5250","0.7392156862745098","0.7392156862745098","0.7392156862745098"
"5320","0.7313725490196078","0.7313725490196078","0.7313725490196078"
"5390","0.7382352941176471","0.7382352941176471","0.7382352941176471"
"5460","0.7333333333333333","0.7333333333333333","0.7333333333333333"
"5530","0.7392156862745098","0.7392156862745098","0.7392156862745098"
"5600","0.7362745098039216","0.7362745098039216","0.7362745098039216"
"5670","0.7431372549019608","0.7431372549019608","0.7431372549019608"
"5740","0.7421568627450981","0.7421568627450981","0.7421568627450981"
"5810","0.7421568627450981","0.7421568627450981","0.7421568627450981"
"5880","0.7372549019607844","0.7372549019607844","0.7372549019607844"
"5950","0.7372549019607844","0.7372549019607844","0.7372549019607844"
"6020","0.734313725490196","0.734313725490196","0.734313725490196"
"6090","0.734313725490196","0.734313725490196","0.734313725490196"
"6160","0.7352941176470589","0.7352941176470589","0.7352941176470589"
"6230","0.734313725490196","0.734313725490196","0.734313725490196"
"6300","0.7401960784313726","0.7401960784313726","0.7401960784313726"
"6370","0.7441176470588236","0.7441176470588236","0.7441176470588236"
"6440","0.7352941176470589","0.7352941176470589","0.7352941176470589"
"6510","0.7421568627450981","0.7421568627450981","0.7421568627450981"
"6580","0.7411764705882353","0.7411764705882353","0.7411764705882353"
"6650","0.746078431372549","0.746078431372549","0.746078431372549"
"6720","0.7372549019607844","0.7372549019607844","0.7372549019607844"
"6790","0.7431372549019608","0.7431372549019608","0.7431372549019608"
"6860","0.7431372549019608","0.7431372549019608","0.7431372549019608"
"6930","0.7382352941176471","0.7382352941176471","0.7382352941176471"
"7000","0.7313725490196078","0.7313725490196078","0.7313725490196078"
"7070","0.7303921568627451","0.7303921568627451","0.7303921568627451"
"7140","0.734313725490196","0.734313725490196","0.734313725490196"
"7210","0.7333333333333333","0.7333333333333333","0.7333333333333333"
"7280","0.7303921568627451","0.7303921568627451","0.7303921568627451"
"7350","0.7294117647058823","0.7294117647058823","0.7294117647058823"
"7420","0.7294117647058823","0.7294117647058823","0.7294117647058823"
"7490","0.7362745098039216","0.7362745098039216","0.7362745098039216"
"7560","0.7352941176470589","0.7352941176470589","0.7352941176470589"
"7630","0.7284313725490196","0.7284313725490196","0.7284313725490196"
"7700","0.7401960784313726","0.7401960784313726","0.7401960784313726"
"7770","0.7392156862745098","0.7392156862745098","0.7392156862745098"
"7840","0.7411764705882353","0.7411764705882353","0.7411764705882353"
"7910","0.7401960784313726","0.7401960784313726","0.7401960784313726"
"7980","0.7450980392156863","0.7450980392156863","0.7450980392156863"
"8050","0.7401960784313726","0.7401960784313726","0.7401960784313726"
"8120","0.7421568627450981","0.7421568627450981","0.7421568627450981"
"8190","0.7401960784313726","0.7401960784313726","0.7401960784313726"
"8260","0.7333333333333333","0.7333333333333333","0.7333333333333333"
"8330","0.7352941176470589","0.7352941176470589","0.7352941176470589"
"8400","0.7411764705882353","0.7411764705882353","0.7411764705882353"
"8470","0.7392156862745098","0.7392156862745098","0.7392156862745098"
"8540","0.7431372549019608","0.7431372549019608","0.7431372549019608"
"8610","0.7401960784313726","0.7401960784313726","0.7401960784313726"
"8680","0.7362745098039216","0.7362745098039216","0.7362745098039216"
"8750","0.7392156862745098","0.7392156862745098","0.7392156862745098"
"8820","0.7411764705882353","0.7411764705882353","0.7411764705882353"
"8890","0.7411764705882353","0.7411764705882353","0.7411764705882353"
"8960","0.75","0.75","0.75"
"9030","0.75","0.75","0.75"
"9100","0.7431372549019608","0.7431372549019608","0.7431372549019608"
"9170","0.7490196078431373","0.7490196078431373","0.7490196078431373"
"9240","0.7568627450980392","0.7568627450980392","0.7568627450980392"
"9310","0.746078431372549","0.746078431372549","0.746078431372549"
"9380","0.7421568627450981","0.7421568627450981","0.7421568627450981"
"9450","0.7450980392156863","0.7450980392156863","0.7450980392156863"
"9520","0.75","0.75","0.75"
"9590","0.7480392156862745","0.7480392156862745","0.7480392156862745"
"9660","0.7431372549019608","0.7431372549019608","0.7431372549019608"
"9730","0.7294117647058823","0.7294117647058823","0.7294117647058823"
"9800","0.7392156862745098","0.7392156862745098","0.7392156862745098"
"9870","0.7313725490196078","0.7313725490196078","0.7313725490196078"
"9940","0.734313725490196","0.734313725490196","0.734313725490196"
"10010","0.7333333333333333","0.7333333333333333","0.7333333333333333"
"10080","0.7372549019607844","0.7372549019607844","0.7372549019607844"
"10150","0.7392156862745098","0.7392156862745098","0.7392156862745098"
"10220","0.7333333333333333","0.7333333333333333","0.7333333333333333"
"10290","0.7313725490196078","0.7313725490196078","0.7313725490196078"
"10360","0.7274509803921568","0.7274509803921568","0.7274509803921568"
"10430","0.7382352941176471","0.7382352941176471","0.7382352941176471"
"10500","0.7294117647058823","0.7294117647058823","0.7294117647058823"
"10570","0.7303921568627451","0.7303921568627451","0.7303921568627451"
"10640","0.7323529411764705","0.7323529411764705","0.7323529411764705"
"10710","0.7264705882352941","0.7264705882352941","0.7264705882352941"
"10780","0.7303921568627451","0.7303921568627451","0.7303921568627451"
"10850","0.7382352941176471","0.7382352941176471","0.7382352941176471"
"10920","0.7382352941176471","0.7382352941176471","0.7382352941176471"
"10990","0.7450980392156863","0.7450980392156863","0.7450980392156863"
"11060","0.7401960784313726","0.7401960784313726","0.7401960784313726"
"11130","0.7490196078431373","0.7490196078431373","0.7490196078431373"
"11200","0.7382352941176471","0.7382352941176471","0.7382352941176471"
"11270","0.7519607843137255","0.7519607843137255","0.7519607843137255"
"11340","0.7431372549019608","0.7431372549019608","0.7431372549019608"
"11410","0.7431372549019608","0.7431372549019608","0.7431372549019608"
"11480","0.7441176470588236","0.7441176470588236","0.7441176470588236"
"11550","0.7450980392156863","0.7450980392156863","0.7450980392156863"
"11620","0.7401960784313726","0.7401960784313726","0.7401960784313726"
"11690","0.7421568627450981","0.7421568627450981","0.7421568627450981"
"11760","0.75","0.75","0.75"
"11830","0.7411764705882353","0.7411764705882353","0.7411764705882353"
"11900","0.7529411764705882","0.7529411764705882","0.7529411764705882"
"11970","0.7509803921568627","0.7509803921568627","0.7509803921568627"
"12040","0.7470588235294118","0.7470588235294118","0.7470588235294118"
"12110","0.7490196078431373","0.7490196078431373","0.7490196078431373"
"12180","0.7480392156862745","0.7480392156862745","0.7480392156862745"
"12250","0.7519607843137255","0.7519607843137255","0.7519607843137255"
"12320","0.7519607843137255","0.7519607843137255","0.7519607843137255"
"12390","0.746078431372549","0.746078431372549","0.746078431372549"
"12460","0.7470588235294118","0.7470588235294118","0.7470588235294118"
"12530","0.75","0.75","0.75"
"12600","0.7519607843137255","0.7519607843137255","0.7519607843137255"
"12670","0.7490196078431373","0.7490196078431373","0.7490196078431373"
"12740","0.75","0.75","0.75"
"12810","0.7519607843137255","0.7519607843137255","0.7519607843137255"
"12880","0.753921568627451","0.753921568627451","0.753921568627451"
"12950","0.746078431372549","0.746078431372549","0.746078431372549"
"13020","0.75","0.75","0.75"
"13090","0.7480392156862745","0.7480392156862745","0.7480392156862745"
"13160","0.7607843137254902","0.7607843137254902","0.7607843137254902"
"13230","0.765686274509804","0.765686274509804","0.765686274509804"
"13300","0.7519607843137255","0.7519607843137255","0.7519607843137255"
"13370","0.7647058823529411","0.7647058823529411","0.7647058823529411"
"13440","0.7588235294117647","0.7588235294117647","0.7588235294117647"
"13510","0.7578431372549019","0.7578431372549019","0.7578431372549019"
"13580","0.7549019607843137","0.7549019607843137","0.7549019607843137"
"13650","0.7558823529411764","0.7558823529411764","0.7558823529411764"
"13720","0.7578431372549019","0.7578431372549019","0.7578431372549019"
"13790","0.7490196078431373","0.7490196078431373","0.7490196078431373"
"13860","0.7480392156862745","0.7480392156862745","0.7480392156862745"
"13930","0.75","0.75","0.75"
"14000","0.7470588235294118","0.7470588235294118","0.7470588235294118"
"14070","0.7568627450980392","0.7568627450980392","0.7568627450980392"
"14140","0.7588235294117647","0.7588235294117647","0.7588235294117647"
"14210","0.7382352941176471","0.7382352941176471","0.7382352941176471"
"14280","0.7529411764705882","0.7529411764705882","0.7529411764705882"
"14350","0.7558823529411764","0.7558823529411764","0.7558823529411764"
"14420","0.75","0.75","0.75"
"14490","0.7558823529411764","0.7558823529411764","0.7558823529411764"
"14560","0.7568627450980392","0.7568627450980392","0.7568627450980392"
"14630","0.7578431372549019","0.7578431372549019","0.7578431372549019"
"14700","0.7598039215686274","0.7598039215686274","0.7598039215686274"
"14770","0.7549019607843137","0.7549019607843137","0.7549019607843137"
"14840","0.7519607843137255","0.7519607843137255","0.7519607843137255"
"14910","0.7470588235294118","0.7470588235294118","0.7470588235294118"
"14980","0.7529411764705882","0.7529411764705882","0.7529411764705882"
"15050","0.7450980392156863","0.7450980392156863","0.7450980392156863"
"15120","0.7392156862745098","0.7392156862745098","0.7392156862745098"
"15190","0.7411764705882353","0.7411764705882353","0.7411764705882353"
"15260","0.7421568627450981","0.7421568627450981","0.7421568627450981"
"15330","0.7352941176470589","0.7352941176470589","0.7352941176470589"
"15400","0.7490196078431373","0.7490196078431373","0.7490196078431373"
"15470","0.7372549019607844","0.7372549019607844","0.7372549019607844"
"15540","0.7313725490196078","0.7313725490196078","0.7313725490196078"
"15610","0.7284313725490196","0.7284313725490196","0.7284313725490196"
"15680","0.7382352941176471","0.7382352941176471","0.7382352941176471"
"15750","0.7313725490196078","0.7313725490196078","0.7313725490196078"
"15820","0.7323529411764705","0.7323529411764705","0.7323529411764705"
"15890","0.7323529411764705","0.7323529411764705","0.7323529411764705"
"15960","0.7313725490196078","0.7313725490196078","0.7313725490196078"
"16030","0.7333333333333333","0.7333333333333333","0.7333333333333333"
"16100","0.7421568627450981","0.7421568627450981","0.7421568627450981"
"16170","0.7392156862745098","0.7392156862745098","0.7392156862745098"
"16240","0.7401960784313726","0.7401960784313726","0.7401960784313726"
"16310","0.7431372549019608","0.7431372549019608","0.7431372549019608"
"16380","0.7431372549019608","0.7431372549019608","0.7431372549019608"
"16450","0.7382352941176471","0.7382352941176471","0.7382352941176471"
"16520","0.7284313725490196","0.7284313725490196","0.7284313725490196"
"16590","0.7392156862745098","0.7392156862745098","0.7392156862745098"
"16660","0.734313725490196","0.734313725490196","0.734313725490196"
"16730","0.734313725490196","0.734313725490196","0.734313725490196"
"16800","0.7294117647058823","0.7294117647058823","0.7294117647058823"
"16870","0.7362745098039216","0.7362745098039216","0.7362745098039216"
"16940","0.7392156862745098","0.7392156862745098","0.7392156862745098"
"17010","0.7323529411764705","0.7323529411764705","0.7323529411764705"
"17080","0.7382352941176471","0.7382352941176471","0.7382352941176471"
"17150","0.7352941176470589","0.7352941176470589","0.7352941176470589"
"17220","0.7323529411764705","0.7323529411764705","0.7323529411764705"
"17290","0.75","0.75","0.75"
"17360","0.7470588235294118","0.7470588235294118","0.7470588235294118"
"17430","0.7392156862745098","0.7392156862745098","0.7392156862745098"
"17500","0.7382352941176471","0.7382352941176471","0.7382352941176471"
"17570","0.7392156862745098","0.7392156862745098","0.7392156862745098"
"17640","0.7333333333333333","0.7333333333333333","0.7333333333333333"
"17710","0.7313725490196078","0.7313725490196078","0.7313725490196078"
"17780","0.7411764705882353","0.7411764705882353","0.7411764705882353"
"17850","0.7323529411764705","0.7323529411764705","0.7323529411764705"
"17920","0.7323529411764705","0.7323529411764705","0.7323529411764705"
"17990","0.7333333333333333","0.7333333333333333","0.7333333333333333"
"18060","0.7294117647058823","0.7294117647058823","0.7294117647058823"
"18130","0.7294117647058823","0.7294117647058823","0.7294117647058823"
"18200","0.7323529411764705","0.7323529411764705","0.7323529411764705"
"18270","0.7294117647058823","0.7294117647058823","0.7294117647058823"
"18340","0.7372549019607844","0.7372549019607844","0.7372549019607844"
"18410","0.7313725490196078","0.7313725490196078","0.7313725490196078"
"18480","0.7362745098039216","0.7362745098039216","0.7362745098039216"
"18550","0.7264705882352941","0.7264705882352941","0.7264705882352941"
"18620","0.7303921568627451","0.7303921568627451","0.7303921568627451"
"18690","0.7372549019607844","0.7372549019607844","0.7372549019607844"
"18760","0.734313725490196","0.734313725490196","0.734313725490196"
"18830","0.7372549019607844","0.7372549019607844","0.7372549019607844"
"18900","0.7323529411764705","0.7323529411764705","0.7323529411764705"
"18970","0.7284313725490196","0.7284313725490196","0.7284313725490196"
"19040","0.7392156862745098","0.7392156862745098","0.7392156862745098"
"19110","0.734313725490196","0.734313725490196","0.734313725490196"
"19180","0.7303921568627451","0.7303921568627451","0.7303921568627451"
"19250","0.7235294117647059","0.7235294117647059","0.7235294117647059"
"19320","0.7235294117647059","0.7235294117647059","0.7235294117647059"
"19390","0.7294117647058823","0.7294117647058823","0.7294117647058823"
"19460","0.7264705882352941","0.7264705882352941","0.7264705882352941"
"19530","0.7284313725490196","0.7284313725490196","0.7284313725490196"
"19600","0.7294117647058823","0.7294117647058823","0.7294117647058823"
"19670","0.7274509803921568","0.7274509803921568","0.7274509803921568"
"19740","0.7225490196078431","0.7225490196078431","0.7225490196078431"
"19810","0.7284313725490196","0.7284313725490196","0.7284313725490196"
"19880","0.7274509803921568","0.7274509803921568","0.7274509803921568"
"19950","0.7333333333333333","0.7333333333333333","0.7333333333333333"
"20020","0.7284313725490196","0.7284313725490196","0.7284313725490196"
"20090","0.7225490196078431","0.7225490196078431","0.7225490196078431"
"20160","0.7284313725490196","0.7284313725490196","0.7284313725490196"
"20230","0.7205882352941176","0.7205882352941176","0.7205882352941176"
"20300","0.7294117647058823","0.7294117647058823","0.7294117647058823"
"20370","0.7205882352941176","0.7205882352941176","0.7205882352941176"
"20440","0.7235294117647059","0.7235294117647059","0.7235294117647059"
"20510","0.7176470588235294","0.7176470588235294","0.7176470588235294"
"20580","0.7284313725490196","0.7284313725490196","0.7284313725490196"
"20650","0.7186274509803922","0.7186274509803922","0.7186274509803922"
"20720","0.7274509803921568","0.7274509803921568","0.7274509803921568"
"20790","0.7205882352941176","0.7205882352941176","0.7205882352941176"
"20860","0.7254901960784313","0.7254901960784313","0.7254901960784313"
"20930","0.7274509803921568","0.7274509803921568","0.7274509803921568"
"21000","0.7176470588235294","0.7176470588235294","0.7176470588235294"
"21070","0.7176470588235294","0.7176470588235294","0.7176470588235294"
"21140","0.7215686274509804","0.7215686274509804","0.7215686274509804"
"21210","0.7166666666666667","0.7166666666666667","0.7166666666666667"
"21280","0.7137254901960784","0.7137254901960784","0.7137254901960784"
"21350","0.7147058823529412","0.7147058823529412","0.7147058823529412"
"21420","0.7196078431372549","0.7196078431372549","0.7196078431372549"
"21490","0.7264705882352941","0.7264705882352941","0.7264705882352941"
"21560","0.7333333333333333","0.7333333333333333","0.7333333333333333"
"21630","0.7225490196078431","0.7225490196078431","0.7225490196078431"
"21700","0.7186274509803922","0.7186274509803922","0.7186274509803922"
"21770","0.7284313725490196","0.7284313725490196","0.7284313725490196"
"21840","0.7274509803921568","0.7274509803921568","0.7274509803921568"
"21910","0.7333333333333333","0.7333333333333333","0.7333333333333333"
"21980","0.7215686274509804","0.7215686274509804","0.7215686274509804"
"22050","0.7156862745098039","0.7156862745098039","0.7156862745098039"
"22120","0.7333333333333333","0.7333333333333333","0.7333333333333333"
"22190","0.7196078431372549","0.7196078431372549","0.7196078431372549"
"22260","0.7362745098039216","0.7362745098039216","0.7362745098039216"
"22330","0.7362745098039216","0.7362745098039216","0.7362745098039216"
"22400","0.711764705882353","0.711764705882353","0.711764705882353"
"22470","0.7147058823529412","0.7147058823529412","0.7147058823529412"
"22540","0.7264705882352941","0.7264705882352941","0.7264705882352941"
"22610","0.7058823529411765","0.7058823529411765","0.7058823529411765"
"22680","0.711764705882353","0.711764705882353","0.711764705882353"
"22750","0.711764705882353","0.711764705882353","0.711764705882353"
"22820","0.7137254901960784","0.7137254901960784","0.7137254901960784"
"22890","0.7166666666666667","0.7166666666666667","0.7166666666666667"
"22960","0.7058823529411765","0.7058823529411765","0.7058823529411765"
"23030","0.703921568627451","0.703921568627451","0.703921568627451"
"23100","0.7205882352941176","0.7205882352941176","0.7205882352941176"
"23170","0.7205882352941176","0.7205882352941176","0.7205882352941176"
"23240","0.7166666666666667","0.7166666666666667","0.7166666666666667"
"23310","0.711764705882353","0.711764705882353","0.711764705882353"
"23380","0.7147058823529412","0.7147058823529412","0.7147058823529412"
"23450","0.7176470588235294","0.7176470588235294","0.7176470588235294"
"23520","0.7127450980392157","0.7127450980392157","0.7127450980392157"
"23590","0.7137254901960784","0.7137254901960784","0.7137254901960784"
"23660","0.7156862745098039","0.7156862745098039","0.7156862745098039"
"23730","0.7176470588235294","0.7176470588235294","0.7176470588235294"
"23800","0.7284313725490196","0.7284313725490196","0.7284313725490196"
"23870","0.711764705882353","0.711764705882353","0.711764705882353"
"23940","0.7205882352941176","0.7205882352941176","0.7205882352941176"
"24010","0.7176470588235294","0.7176470588235294","0.7176470588235294"
"24080","0.7","0.7","0.7"
"24150","0.7127450980392157","0.7127450980392157","0.7127450980392157"
"24220","0.7362745098039216","0.7362745098039216","0.7362745098039216"
"24290","0.7274509803921568","0.7274509803921568","0.7274509803921568"
"24360","0.7264705882352941","0.7264705882352941","0.7264705882352941"
"24430","0.7137254901960784","0.7137254901960784","0.7137254901960784"
"24500","0.7205882352941176","0.7205882352941176","0.7205882352941176"
"24570","0.7264705882352941","0.7264705882352941","0.7264705882352941"
"24640","0.7254901960784313","0.7254901960784313","0.7254901960784313"
"24710","0.7205882352941176","0.7205882352941176","0.7205882352941176"
"24780","0.7205882352941176","0.7205882352941176","0.7205882352941176"
"24850","0.7303921568627451","0.7303921568627451","0.7303921568627451"
"24920","0.7147058823529412","0.7147058823529412","0.7147058823529412"
"24990","0.7313725490196078","0.7313725490196078","0.7313725490196078"
"25060","0.7284313725490196","0.7284313725490196","0.7284313725490196"
"25130","0.7235294117647059","0.7235294117647059","0.7235294117647059"
"25200","0.7225490196078431","0.7225490196078431","0.7225490196078431"
"25270","0.7235294117647059","0.7235294117647059","0.7235294117647059"
"25340","0.7215686274509804","0.7215686274509804","0.7215686274509804"
"25410","0.7235294117647059","0.7235294117647059","0.7235294117647059"
"25480","0.7205882352941176","0.7205882352941176","0.7205882352941176"
"25550","0.7313725490196078","0.7313725490196078","0.7313725490196078"
"25620","0.7333333333333333","0.7333333333333333","0.7333333333333333"
"25690","0.7294117647058823","0.7294117647058823","0.7294117647058823"
"25760","0.7333333333333333","0.7333333333333333","0.7333333333333333"
"25830","0.7274509803921568","0.7274509803921568","0.7274509803921568"
"25900","0.7254901960784313","0.7254901960784313","0.7254901960784313"
"25970","0.7245098039215686","0.7245098039215686","0.7245098039215686"
"26040","0.7196078431372549","0.7196078431372549","0.7196078431372549"
"26110","0.7137254901960784","0.7137254901960784","0.7137254901960784"
"26180","0.7205882352941176","0.7205882352941176","0.7205882352941176"
"26250","0.7147058823529412","0.7147058823529412","0.7147058823529412"
"26320","0.7274509803921568","0.7274509803921568","0.7274509803921568"
"26390","0.7284313725490196","0.7284313725490196","0.7284313725490196"
"26460","0.7274509803921568","0.7274509803921568","0.7274509803921568"
"26530","0.7352941176470589","0.7352941176470589","0.7352941176470589"
"26600","0.7235294117647059","0.7235294117647059","0.7235294117647059"
"26670","0.7205882352941176","0.7205882352941176","0.7205882352941176"
"26740","0.7215686274509804","0.7215686274509804","0.7215686274509804"
"26810","0.7333333333333333","0.7333333333333333","0.7333333333333333"
"26880","0.7166666666666667","0.7166666666666667","0.7166666666666667"
"26950","0.7196078431372549","0.7196078431372549","0.7196078431372549"
"27020","0.7186274509803922","0.7186274509803922","0.7186274509803922"
"27090","0.7196078431372549","0.7196078431372549","0.7196078431372549"
"27160","0.7137254901960784","0.7137254901960784","0.7137254901960784"
"27230","0.703921568627451","0.703921568627451","0.703921568627451"
"27300","0.7049019607843138","0.7049019607843138","0.7049019607843138"
"27370","0.707843137254902","0.707843137254902","0.707843137254902"
"27440","0.7009803921568627","0.7009803921568627","0.7009803921568627"
"27510","0.711764705882353","0.711764705882353","0.711764705882353"
"27580","0.7068627450980393","0.7068627450980393","0.7068627450980393"
"27650","0.707843137254902","0.707843137254902","0.707843137254902"
"27720","0.7215686274509804","0.7215686274509804","0.7215686274509804"
"27790","0.7176470588235294","0.7176470588235294","0.7176470588235294"
"27860","0.707843137254902","0.707843137254902","0.707843137254902"
"27930","0.711764705882353","0.711764705882353","0.711764705882353"
"28000","0.7166666666666667","0.7166666666666667","0.7166666666666667"
"28070","0.711764705882353","0.711764705882353","0.711764705882353"
"28140","0.7166666666666667","0.7166666666666667","0.7166666666666667"
"28210","0.7107843137254902","0.7107843137254902","0.7107843137254902"
"28280","0.7098039215686275","0.7098039215686275","0.7098039215686275"
"28350","0.7147058823529412","0.7147058823529412","0.7147058823529412"
"28420","0.711764705882353","0.711764705882353","0.711764705882353"
"28490","0.7088235294117647","0.7088235294117647","0.7088235294117647"
"28560","0.7107843137254902","0.7107843137254902","0.7107843137254902"
"28630","0.7186274509803922","0.7186274509803922","0.7186274509803922"
"28700","0.7127450980392157","0.7127450980392157","0.7127450980392157"
"28770","0.7068627450980393","0.7068627450980393","0.7068627450980393"
"28840","0.7009803921568627","0.7009803921568627","0.7009803921568627"
"28910","0.7176470588235294","0.7176470588235294","0.7176470588235294"
"28980","0.7166666666666667","0.7166666666666667","0.7166666666666667"
"29050","0.703921568627451","0.703921568627451","0.703921568627451"
"29120","0.703921568627451","0.703921568627451","0.703921568627451"
"29190","0.7098039215686275","0.7098039215686275","0.7098039215686275"
"29260","0.7137254901960784","0.7137254901960784","0.7137254901960784"
"29330","0.7147058823529412","0.7147058823529412","0.7147058823529412"
"29400","0.7186274509803922","0.7186274509803922","0.7186274509803922"
"29470","0.707843137254902","0.707843137254902","0.707843137254902"
"29540","0.7098039215686275","0.7098039215686275","0.7098039215686275"
"29610","0.703921568627451","0.703921568627451","0.703921568627451"
"29680","0.7176470588235294","0.7176470588235294","0.7176470588235294"
"29750","0.7205882352941176","0.7205882352941176","0.7205882352941176"
"29820","0.7058823529411765","0.7058823529411765","0.7058823529411765"
"29890","0.703921568627451","0.703921568627451","0.703921568627451"
"29960","0.7176470588235294","0.7176470588235294","0.7176470588235294"
"30030","0.7107843137254902","0.7107843137254902","0.7107843137254902"
